"Protein_ID","UniProt_ID","Identity","Alignment_length","E_value","Bit_score","UniProt_accession"
"KAK6003390.1","tr|A0ABR0TG44|A0ABR0TG44_AURPU",100,278,2.77e-186,511,"A0ABR0TG44"
"KAK6003606.1","tr|A0ABR0TI73|A0ABR0TI73_AURPU",100,306,2.37e-185,511,"A0ABR0TI73"
"KAK6004171.1","tr|A0ABR0TI86|A0ABR0TI86_AURPU",100,244,1.41e-187,511,"A0ABR0TI86"
"KAK6004314.1","tr|A0ABR0TJ95|A0ABR0TJ95_AURPU",100,237,8.19e-188,511,"A0ABR0TJ95"
"KAK6004699.1","tr|A0ABR0TJR3|A0ABR0TJR3_AURPU",100,259,6.41e-187,511,"A0ABR0TJR3"
"KAL2034342.1","tr|A0ABR0TV55|A0ABR0TV55_AURPU",99.2,254,2.86e-186,511,"A0ABR0TV55"
"KAK6003938.1","tr|A0ABR0THM7|A0ABR0THM7_AURPU",100,256,7.22e-187,510,"A0ABR0THM7"
"KAK6005539.1","tr|A0ABR0TM72|A0ABR0TM72_AURPU",100,274,4.11e-186,510,"A0ABR0TM72"
"KAK6008135.1","tr|A0ABR0TWC1|A0ABR0TWC1_AURPU",100,247,5.11e-187,510,"A0ABR0TWC1"
"CAD0014274.1","tr|A0ABR0TP82|A0ABR0TP82_AURPU",81,332,7.43e-185,510,"A0ABR0TP82"
"THW04020.1","tr|A0ABR0TVZ9|A0ABR0TVZ9_AURPU",96.7,269,1.07e-183,509,"A0ABR0TVZ9"
"THW92445.1","tr|A0ABR0TQ39|A0ABR0TQ39_AURPU",91.1,269,3.75e-181,509,"A0ABR0TQ39"
"KAK6000713.1","tr|A0ABR0T8E6|A0ABR0T8E6_AURPU",100,281,1e-185,509,"A0ABR0T8E6"
"KAK6003961.1","tr|A0ABR0THN7|A0ABR0THN7_AURPU",100,250,1.3e-186,509,"A0ABR0THN7"
"KAK6005908.1","tr|A0ABR0TN86|A0ABR0TN86_AURPU",100,252,2.16e-186,509,"A0ABR0TN86"
"KAK6006026.1","tr|A0ABR0TPJ8|A0ABR0TPJ8_AURPU",100,256,2.94e-186,509,"A0ABR0TPJ8"
"KAK6006940.1","tr|A0ABR0TSN6|A0ABR0TSN6_AURPU",100,272,1.01e-185,509,"A0ABR0TSN6"
"CAC9889239.1","tr|A0ABR0TDA4|A0ABR0TDA4_AURPU",85.1,315,6.72e-185,509,"A0ABR0TDA4"
"KEQ88477.1","tr|A0ABR0TLA5|A0ABR0TLA5_AURPU",90.8,282,4.4e-185,508,"A0ABR0TLA5"
"THY35220.1","tr|A0ABR0TFU5|A0ABR0TFU5_AURPU",90.4,272,4.64e-178,508,"A0ABR0TFU5"
"KAK6000020.1","tr|A0ABR0T7P8|A0ABR0T7P8_AURPU",100,246,3.88e-186,508,"A0ABR0T7P8"
"KAK6000511.1","tr|A0ABR0T7U8|A0ABR0T7U8_AURPU",100,261,1.24e-185,508,"A0ABR0T7U8"
"KAK6001123.1","tr|A0ABR0T9M2|A0ABR0T9M2_AURPU",100,253,4.7e-186,508,"A0ABR0T9M2"
"KAK6001688.1","tr|A0ABR0TB68|A0ABR0TB68_AURPU",100,252,3.06e-186,508,"A0ABR0TB68"
"CAD0013334.1","tr|A0ABR0TBB9|A0ABR0TBB9_AURPU",90.3,298,3.59e-184,508,"A0ABR0TBB9"
"THZ32188.1","tr|A0ABR0TQG0|A0ABR0TQG0_AURPU",88.3,273,4.88e-185,507,"A0ABR0TQG0"
"KAK6000182.1","tr|A0ABR0T6W8|A0ABR0T6W8_AURPU",100,257,1.29e-185,507,"A0ABR0T6W8"
"KAK6005342.1","tr|A0ABR0TLP3|A0ABR0TLP3_AURPU",100,247,8.47e-186,507,"A0ABR0TLP3"
"KAK6006354.1","tr|A0ABR0TQ08|A0ABR0TQ08_AURPU",100,247,5.96e-186,507,"A0ABR0TQ08"
"KAK6007640.1","tr|A0ABR0TUW7|A0ABR0TUW7_AURPU",100,250,7.52e-186,507,"A0ABR0TUW7"
"KAK6007989.1","tr|A0ABR0TUT7|A0ABR0TUT7_AURPU",100,271,3.81e-185,507,"A0ABR0TUT7"
"CAD0020399.1","tr|A0ABR0TIJ0|A0ABR0TIJ0_AURPU",92.8,279,9.3e-185,507,"A0ABR0TIJ0"
"THW04763.1","tr|A0ABR0TJH8|A0ABR0TJH8_AURPU",92.4,264,4.92e-184,506,"A0ABR0TJH8"
"KAK5999934.1","tr|A0ABR0T6S1|A0ABR0T6S1_AURPU",100,256,4.87e-185,506,"A0ABR0T6S1"
"KAK5999998.1","tr|A0ABR0T6D3|A0ABR0T6D3_AURPU",100,257,5.27e-185,506,"A0ABR0T6D3"
"KAK6000438.1","tr|A0ABR0T7L2|A0ABR0T7L2_AURPU",100,250,1.52e-185,506,"A0ABR0T7L2"
"KAK6002468.1","tr|A0ABR0TDE5|A0ABR0TDE5_AURPU",100,297,5.64e-184,506,"A0ABR0TDE5"
"KAK6004788.1","tr|A0ABR0TK06|A0ABR0TK06_AURPU",100,250,2.16e-185,506,"A0ABR0TK06"
"KAK6004869.1","tr|A0ABR0TKU9|A0ABR0TKU9_AURPU",100,250,2.16e-185,506,"A0ABR0TKU9"
"KAK6005273.1","tr|A0ABR0TLF7|A0ABR0TLF7_AURPU",100,260,6.64e-185,506,"A0ABR0TLF7"
"THX13185.1","tr|A0ABR0TW64|A0ABR0TW64_AURPU",88.4,292,1.88e-183,505,"A0ABR0TW64"
"KAK6000834.1","tr|A0ABR0T9B8|A0ABR0T9B8_AURPU",100,254,8.43e-185,505,"A0ABR0T9B8"
"KAK6002250.1","tr|A0ABR0TCU4|A0ABR0TCU4_AURPU",100,242,3.33e-185,505,"A0ABR0TCU4"
"KAK6004125.1","tr|A0ABR0TI59|A0ABR0TI59_AURPU",100,256,9.84e-185,505,"A0ABR0TI59"
"KAK6005717.1","tr|A0ABR0TMU3|A0ABR0TMU3_AURPU",100,283,7.87e-184,505,"A0ABR0TMU3"
"KAK6005770.1","tr|A0ABR0TPA1|A0ABR0TPA1_AURPU",100,255,6.41e-185,505,"A0ABR0TPA1"
"KAK6005928.1","tr|A0ABR0TNA8|A0ABR0TNA8_AURPU",100,257,7.48e-185,505,"A0ABR0TNA8"
"CAD0038706.1","tr|A0ABR0TD01|A0ABR0TD01_AURPU",89.5,277,2.57e-183,505,"A0ABR0TD01"
"KAK6000047.1","tr|A0ABR0T6J5|A0ABR0T6J5_AURPU",100,246,9.16e-185,504,"A0ABR0T6J5"
"KAK6001631.1","tr|A0ABR0TC93|A0ABR0TC93_AURPU",100,248,1.52e-184,504,"A0ABR0TC93"
"KAK6002192.1","tr|A0ABR0TCN2|A0ABR0TCN2_AURPU",100,250,8.78e-185,504,"A0ABR0TCN2"
"KAK6003506.1","tr|A0ABR0THI5|A0ABR0THI5_AURPU",100,323,3.34e-182,504,"A0ABR0THI5"
"KAK6003959.1","tr|A0ABR0THR3|A0ABR0THR3_AURPU",100,303,7.32e-183,504,"A0ABR0THR3"
"KAK6006417.1","tr|A0ABR0TQ02|A0ABR0TQ02_AURPU",100,258,1.63e-184,504,"A0ABR0TQ02"
"KAK6007880.1","tr|A0ABR0TVK6|A0ABR0TVK6_AURPU",100,272,9.68e-184,504,"A0ABR0TVK6"
"KAK6008307.1","tr|A0ABR0TVH1|A0ABR0TVH1_AURPU",100,258,3.29e-184,504,"A0ABR0TVH1"
"KAK6008373.1","tr|A0ABR0TV84|A0ABR0TV84_AURPU",100,249,1.16e-184,504,"A0ABR0TV84"
"KAK6008810.1","tr|A0ABR0TXU3|A0ABR0TXU3_AURPU",100,250,1.77e-184,504,"A0ABR0TXU3"
"THY52003.1","tr|A0ABR0TR40|A0ABR0TR40_AURPU",92.2,268,8.42e-184,503,"A0ABR0TR40"
"KAK6000437.1","tr|A0ABR0T7L6|A0ABR0T7L6_AURPU",100,246,1.85e-184,503,"A0ABR0T7L6"
"KAK6002230.1","tr|A0ABR0TE36|A0ABR0TE36_AURPU",100,254,6.93e-184,503,"A0ABR0TE36"
"KAK6002418.1","tr|A0ABR0TDA6|A0ABR0TDA6_AURPU",100,307,2e-182,503,"A0ABR0TDA6"
"KAK6002722.1","tr|A0ABR0TF32|A0ABR0TF32_AURPU",100,263,1.39e-183,503,"A0ABR0TF32"
"KAK6003966.1","tr|A0ABR0TJ80|A0ABR0TJ80_AURPU",100,245,2.43e-184,503,"A0ABR0TJ80"
"KAK6006639.1","tr|A0ABR0TQU7|A0ABR0TQU7_AURPU",100,273,1.49e-183,503,"A0ABR0TQU7"
"KAK6008503.1","tr|A0ABR0TVI6|A0ABR0TVI6_AURPU",100,253,4.51e-184,503,"A0ABR0TVI6"
"KAK6008794.1","tr|A0ABR0TWE1|A0ABR0TWE1_AURPU",100,244,2.25e-184,503,"A0ABR0TWE1"
"KAK6008828.1","tr|A0ABR0TWQ6|A0ABR0TWQ6_AURPU",100,249,4.7e-184,503,"A0ABR0TWQ6"
"CAD0029906.1","tr|A0ABR0TVB1|A0ABR0TVB1_AURPU",89.2,295,2.57e-181,503,"A0ABR0TVB1"
"TIA60164.1","tr|A0ABR0TWD7|A0ABR0TWD7_AURPU",94,265,7.63e-183,502,"A0ABR0TWD7"
"KAK6000120.1","tr|A0ABR0T6Q3|A0ABR0T6Q3_AURPU",100,253,1.29e-183,502,"A0ABR0T6Q3"
"KAK6001353.1","tr|A0ABR0TA86|A0ABR0TA86_AURPU",100,267,3.81e-183,502,"A0ABR0TA86"
"KAK6001406.1","tr|A0ABR0TBL1|A0ABR0TBL1_AURPU",100,285,1.07e-182,502,"A0ABR0TBL1"
"KAK6001534.1","tr|A0ABR0TAR2|A0ABR0TAR2_AURPU",100,247,8.13e-184,502,"A0ABR0TAR2"
"KAK6001621.1","tr|A0ABR0TAZ4|A0ABR0TAZ4_AURPU",100,263,1.97e-183,502,"A0ABR0TAZ4"
"KAK6002413.1","tr|A0ABR0TD93|A0ABR0TD93_AURPU",100,274,6.53e-183,502,"A0ABR0TD93"
"KAK6004711.1","tr|A0ABR0TJT0|A0ABR0TJT0_AURPU",100,247,8.13e-184,502,"A0ABR0TJT0"
"OBW67966.1","tr|A0ABR0TSD4|A0ABR0TSD4_AURPU",95,261,2.74e-178,501,"A0ABR0TSD4"
"THW70735.1","tr|A0ABR0TFF6|A0ABR0TFF6_AURPU",88.3,283,2.7e-182,501,"A0ABR0TFF6"
"THW28012.1","tr|A0ABR0TJP4|A0ABR0TJP4_AURPU",97.6,253,8.24e-179,501,"A0ABR0TJP4"
"THY86009.1","tr|A0ABR0TTU1|A0ABR0TTU1_AURPU",96.5,283,1.63e-181,501,"A0ABR0TTU1"
"KAK5999685.1","tr|A0ABR0T5H5|A0ABR0T5H5_AURPU",100,252,1.7e-183,501,"A0ABR0T5H5"
"KAK6000896.1","tr|A0ABR0TA54|A0ABR0TA54_AURPU",100,261,3.41e-183,501,"A0ABR0TA54"
"KAK6003720.1","tr|A0ABR0TH14|A0ABR0TH14_AURPU",100,260,4.48e-183,501,"A0ABR0TH14"
"KAK6006597.1","tr|A0ABR0TQJ2|A0ABR0TQJ2_AURPU",100,241,1.46e-183,501,"A0ABR0TQJ2"
"KAK6007675.1","tr|A0ABR0TUW5|A0ABR0TUW5_AURPU",100,252,3.43e-183,501,"A0ABR0TUW5"
"CAC9886669.1","tr|A0ABR0THI7|A0ABR0THI7_AURPU",91.7,290,3.3e-182,501,"A0ABR0THI7"
"CAR1021748.1","tr|A0ABR0TAK7|A0ABR0TAK7_AURPU",95.7,256,1e-182,501,"A0ABR0TAK7"
"TIA72615.1","tr|A0ABR0TGS9|A0ABR0TGS9_AURPU",93.4,256,2.37e-181,500,"A0ABR0TGS9"
"KAK6004665.1","tr|A0ABR0TJN9|A0ABR0TJN9_AURPU",100,238,2.34e-183,500,"A0ABR0TJN9"
"KAK6005572.1","tr|A0ABR0TN30|A0ABR0TN30_AURPU",100,260,1.28e-182,500,"A0ABR0TN30"
"KAK6008230.1","tr|A0ABR0TWG1|A0ABR0TWG1_AURPU",100,252,6.93e-183,500,"A0ABR0TWG1"
"KAK6008280.1","tr|A0ABR0TV03|A0ABR0TV03_AURPU",100,253,7.48e-183,500,"A0ABR0TV03"
"THZ94393.1","tr|A0ABR0TXG8|A0ABR0TXG8_AURPU",98.5,261,5.32e-181,499,"A0ABR0TXG8"
"KEQ81043.1","tr|A0ABR0TN57|A0ABR0TN57_AURPU",97.4,269,1.05e-181,498,"A0ABR0TN57"
"THV81666.1","tr|A0ABR0TAC0|A0ABR0TAC0_AURPU",90.8,272,4.44e-174,498,"A0ABR0TAC0"
"KAK6000216.1","tr|A0ABR0T8F8|A0ABR0T8F8_AURPU",100,278,4.21e-181,498,"A0ABR0T8F8"
"KAK6002550.1","tr|A0ABR0TDN9|A0ABR0TDN9_AURPU",100,255,7.18e-182,498,"A0ABR0TDN9"
"KAK6002913.1","tr|A0ABR0TEQ9|A0ABR0TEQ9_AURPU",100,294,1.43e-180,498,"A0ABR0TEQ9"
"KAK6004673.1","tr|A0ABR0TJS1|A0ABR0TJS1_AURPU",100,269,1.05e-181,498,"A0ABR0TJS1"
"KAK6007269.1","tr|A0ABR0TSR4|A0ABR0TSR4_AURPU",100,278,4.21e-181,498,"A0ABR0TSR4"
"KAK6008695.1","tr|A0ABR0TXI1|A0ABR0TXI1_AURPU",100,257,4.15e-182,498,"A0ABR0TXI1"
"KAK6001710.1","tr|A0ABR0TB89|A0ABR0TB89_AURPU",100,245,4.71e-182,497,"A0ABR0TB89"
"KAK6005749.1","tr|A0ABR0TMS9|A0ABR0TMS9_AURPU",100,248,5.94e-182,497,"A0ABR0TMS9"
"KEQ87871.1","tr|A0ABR0TU52|A0ABR0TU52_AURPU",91.2,262,7.12e-181,496,"A0ABR0TU52"
"THV77459.1","tr|A0ABR0TU68|A0ABR0TU68_AURPU",90.1,273,9.73e-181,496,"A0ABR0TU68"
"THV84545.1","tr|A0ABR0TL11|A0ABR0TL11_AURPU",94.8,267,3.31e-180,496,"A0ABR0TL11"
"TIA22242.1","tr|A0ABR0T6K0|A0ABR0T6K0_AURPU",90.8,272,2.18e-179,496,"A0ABR0T6K0"
"KAK6002435.1","tr|A0ABR0TER0|A0ABR0TER0_AURPU",100,255,2.06e-181,496,"A0ABR0TER0"
"KAK6005003.1","tr|A0ABR0TKP9|A0ABR0TKP9_AURPU",100,245,1.92e-181,496,"A0ABR0TKP9"
"KAK6006388.1","tr|A0ABR0TPK7|A0ABR0TPK7_AURPU",100,246,2.07e-181,496,"A0ABR0TPK7"
"KAK6006600.1","tr|A0ABR0TQ89|A0ABR0TQ89_AURPU",100,252,1.63e-181,496,"A0ABR0TQ89"
"KAK6007547.1","tr|A0ABR0TSZ6|A0ABR0TSZ6_AURPU",100,250,1.4e-181,496,"A0ABR0TSZ6"
"KAK6008029.1","tr|A0ABR0TU78|A0ABR0TU78_AURPU",100,253,2.5e-181,496,"A0ABR0TU78"
"CAD0011098.1","tr|A0ABR0TNP7|A0ABR0TNP7_AURPU",88.3,273,7.42e-181,496,"A0ABR0TNP7"
"TIA10517.1","tr|A0ABR0TPZ8|A0ABR0TPZ8_AURPU",94.6,279,2.72e-179,495,"A0ABR0TPZ8"
"KAK6001362.1","tr|A0ABR0TAQ3|A0ABR0TAQ3_AURPU",100,234,1.65e-181,495,"A0ABR0TAQ3"
"KAK6002430.1","tr|A0ABR0TDB6|A0ABR0TDB6_AURPU",100,245,2.72e-181,495,"A0ABR0TDB6"
"KAK6006088.1","tr|A0ABR0TNU2|A0ABR0TNU2_AURPU",100,248,4.88e-181,495,"A0ABR0TNU2"
"KAK6006095.1","tr|A0ABR0TQE6|A0ABR0TQE6_AURPU",100,242,2.16e-181,495,"A0ABR0TQE6"
"KAK6006853.1","tr|A0ABR0TQX6|A0ABR0TQX6_AURPU",100,398,3.99e-176,495,"A0ABR0TQX6"
"KAK6007032.1","tr|A0ABR0TRU0|A0ABR0TRU0_AURPU",100,300,9.12e-179,495,"A0ABR0TRU0"
"KAK6007276.1","tr|A0ABR0TS58|A0ABR0TS58_AURPU",100,242,2.16e-181,495,"A0ABR0TS58"
"KAK6007978.1","tr|A0ABR0TTZ9|A0ABR0TTZ9_AURPU",100,402,3.77e-176,495,"A0ABR0TTZ9"
"THV88239.1","tr|A0ABR0TNL7|A0ABR0TNL7_AURPU",92,250,2.1e-179,494,"A0ABR0TNL7"
"TIA13235.1","tr|A0ABR0T9X4|A0ABR0T9X4_AURPU",94.8,267,2.07e-179,494,"A0ABR0T9X4"
"KAK6001274.1","tr|A0ABR0TA71|A0ABR0TA71_AURPU",100,237,5.97e-181,494,"A0ABR0TA71"
"KAK6001817.1","tr|A0ABR0TBJ9|A0ABR0TBJ9_AURPU",100,250,1.15e-180,494,"A0ABR0TBJ9"
"KAK6004340.1","tr|A0ABR0TKC2|A0ABR0TKC2_AURPU",100,251,1.76e-180,494,"A0ABR0TKC2"
"KAK6004541.1","tr|A0ABR0TKC8|A0ABR0TKC8_AURPU",100,252,1.34e-180,494,"A0ABR0TKC8"
"KEQ86691.1","tr|A0ABR0TJE9|A0ABR0TJE9_AURPU",96,252,5.46e-180,493,"A0ABR0TJE9"
"THV76932.1","tr|A0ABR0TXC8|A0ABR0TXC8_AURPU",86.8,342,5.08e-176,493,"A0ABR0TXC8"
"KAK6000073.1","tr|A0ABR0T6L7|A0ABR0T6L7_AURPU",100,320,4.88e-178,493,"A0ABR0T6L7"
"KAK6000455.1","tr|A0ABR0T903|A0ABR0T903_AURPU",100,248,2.82e-180,493,"A0ABR0T903"
"KAK6001405.1","tr|A0ABR0TBP3|A0ABR0TBP3_AURPU",100,261,7.7e-180,493,"A0ABR0TBP3"
"KAK6001807.1","tr|A0ABR0TCF0|A0ABR0TCF0_AURPU",100,254,4.49e-180,493,"A0ABR0TCF0"
"KAK6003352.1","tr|A0ABR0TGV5|A0ABR0TGV5_AURPU",100,258,4.3e-180,493,"A0ABR0TGV5"
"KAK6004213.1","tr|A0ABR0TIF1|A0ABR0TIF1_AURPU",100,240,1.52e-180,493,"A0ABR0TIF1"
"KAK6006809.1","tr|A0ABR0TQT5|A0ABR0TQT5_AURPU",100,275,3.2e-179,493,"A0ABR0TQT5"
"KAK6006949.1","tr|A0ABR0TR98|A0ABR0TR98_AURPU",100,238,1.3e-180,493,"A0ABR0TR98"
"KAK6007841.1","tr|A0ABR0TUJ0|A0ABR0TUJ0_AURPU",100,260,5.02e-180,493,"A0ABR0TUJ0"
"KAK6008501.1","tr|A0ABR0TWE5|A0ABR0TWE5_AURPU",100,244,2.07e-180,493,"A0ABR0TWE5"
"CAD0012998.1","tr|A0ABR0TLP0|A0ABR0TLP0_AURPU",84.1,309,1.2e-178,493,"A0ABR0TLP0"
"KAK6004163.1","tr|A0ABR0TIA2|A0ABR0TIA2_AURPU",100,251,7.18e-180,492,"A0ABR0TIA2"
"KAK6004259.1","tr|A0ABR0TIN6|A0ABR0TIN6_AURPU",100,247,7.49e-180,492,"A0ABR0TIN6"
"KAK6008192.1","tr|A0ABR0TUY1|A0ABR0TUY1_AURPU",100,263,1.81e-179,492,"A0ABR0TUY1"
"CAC9891402.1","tr|A0ABR0TT44|A0ABR0TT44_AURPU",88.2,280,4.98e-179,492,"A0ABR0TT44"
"OBW63838.1","tr|A0ABR0TIN8|A0ABR0TIN8_AURPU",91.7,266,1.46e-178,491,"A0ABR0TIN8"
"THV79089.1","tr|A0ABR0TJF8|A0ABR0TJF8_AURPU",96.3,270,1.37e-177,491,"A0ABR0TJF8"
"THW86257.1","tr|A0ABR0TWZ5|A0ABR0TWZ5_AURPU",87,301,5.57e-177,491,"A0ABR0TWZ5"
"THX35786.1","tr|A0ABR0TQ56|A0ABR0TQ56_AURPU",87.4,286,1.23e-178,491,"A0ABR0TQ56"
"KAK5999415.1","tr|A0ABR0T4Q7|A0ABR0T4Q7_AURPU",100,242,1.46e-179,491,"A0ABR0T4Q7"
"KAK6000500.1","tr|A0ABR0T948|A0ABR0T948_AURPU",100,235,4.2e-180,491,"A0ABR0T948"
"KAK6002446.1","tr|A0ABR0TDD2|A0ABR0TDD2_AURPU",100,252,3.16e-179,491,"A0ABR0TDD2"
"KAK6003450.1","tr|A0ABR0TGA8|A0ABR0TGA8_AURPU",100,241,6.69e-180,491,"A0ABR0TGA8"
"KAK6007248.1","tr|A0ABR0TS16|A0ABR0TS16_AURPU",100,249,1.76e-179,491,"A0ABR0TS16"
"KAK6008605.1","tr|A0ABR0TXA4|A0ABR0TXA4_AURPU",100,297,9.94e-178,491,"A0ABR0TXA4"
"THW11727.1","tr|A0ABR0T954|A0ABR0T954_AURPU",87.3,291,7.98e-178,490,"A0ABR0T954"
"KAK5999377.1","tr|A0ABR0T5I7|A0ABR0T5I7_AURPU",100,421,2.01e-173,490,"A0ABR0T5I7"
"KAK6004621.1","tr|A0ABR0TJJ0|A0ABR0TJJ0_AURPU",100,237,2e-179,490,"A0ABR0TJJ0"
"THV63917.1","tr|A0ABR0TKY7|A0ABR0TKY7_AURPU",95,261,1.37e-177,489,"A0ABR0TKY7"
"THV70731.1","tr|A0ABR0TAE6|A0ABR0TAE6_AURPU",93.3,254,1.1e-178,489,"A0ABR0TAE6"
"THV87674.1","tr|A0ABR0TM79|A0ABR0TM79_AURPU",99.1,233,4.83e-179,489,"A0ABR0TM79"
"THV97799.1","tr|A0ABR0T6G5|A0ABR0T6G5_AURPU",97.2,249,5.48e-178,489,"A0ABR0T6G5"
"THY58066.1","tr|A0ABR0TP74|A0ABR0TP74_AURPU",85.9,383,6.66e-174,489,"A0ABR0TP74"
"KAK6000392.1","tr|A0ABR0T7H0|A0ABR0T7H0_AURPU",100,243,6.42e-179,489,"A0ABR0T7H0"
"KAK6001269.1","tr|A0ABR0TAL8|A0ABR0TAL8_AURPU",100,249,1.02e-178,489,"A0ABR0TAL8"
"KAK6001286.1","tr|A0ABR0TB98|A0ABR0TB98_AURPU",100,258,1.44e-178,489,"A0ABR0TB98"
"KAK6001620.1","tr|A0ABR0TAZ3|A0ABR0TAZ3_AURPU",100,243,9.12e-179,489,"A0ABR0TAZ3"
"KAK6007267.1","tr|A0ABR0TT59|A0ABR0TT59_AURPU",100,240,7.23e-179,489,"A0ABR0TT59"
"THW38320.1","tr|A0ABR0TRS8|A0ABR0TRS8_AURPU",88.3,265,2.23e-177,488,"A0ABR0TRS8"
"THW55769.1","tr|A0ABR0TEK4|A0ABR0TEK4_AURPU",93.3,267,1.12e-176,488,"A0ABR0TEK4"
"THX38949.1","tr|A0ABR0T7N7|A0ABR0T7N7_AURPU",94.7,246,9.38e-177,488,"A0ABR0T7N7"
"THX72278.1","tr|A0ABR0TF44|A0ABR0TF44_AURPU",90,280,7.1e-177,488,"A0ABR0TF44"
"KAK5999756.1","tr|A0ABR0T6Z2|A0ABR0T6Z2_AURPU",100,246,2.32e-178,488,"A0ABR0T6Z2"
"KAK6002109.1","tr|A0ABR0TCY2|A0ABR0TCY2_AURPU",100,521,1.92e-169,488,"A0ABR0TCY2"
"KAK6003666.1","tr|A0ABR0TIC8|A0ABR0TIC8_AURPU",100,257,7.7e-178,488,"A0ABR0TIC8"
"KAK6004759.1","tr|A0ABR0TJX0|A0ABR0TJX0_AURPU",100,255,3.27e-178,488,"A0ABR0TJX0"
"KAK6005465.1","tr|A0ABR0TNJ7|A0ABR0TNJ7_AURPU",100,250,4.49e-178,488,"A0ABR0TNJ7"
"KAK6006016.1","tr|A0ABR0TNL1|A0ABR0TNL1_AURPU",100,241,1.11e-178,488,"A0ABR0TNL1"
"KAK6007341.1","tr|A0ABR0TU09|A0ABR0TU09_AURPU",100,248,1.91e-178,488,"A0ABR0TU09"
"CAD0021879.1","tr|A0ABR0TRT7|A0ABR0TRT7_AURPU",84.9,271,1.17e-177,488,"A0ABR0TRT7"
"THV74110.1","tr|A0ABR0TDL7|A0ABR0TDL7_AURPU",98.8,259,4.57e-177,487,"A0ABR0TDL7"
"THV87537.1","tr|A0ABR0THZ7|A0ABR0THZ7_AURPU",87.7,300,5.67e-175,487,"A0ABR0THZ7"
"THX79449.1","tr|A0ABR0T9Q7|A0ABR0T9Q7_AURPU",94.9,255,1.48e-169,487,"A0ABR0T9Q7"
"KAK6000755.1","tr|A0ABR0T9U8|A0ABR0T9U8_AURPU",100,250,6.38e-178,487,"A0ABR0T9U8"
"KAK6001273.1","tr|A0ABR0TA27|A0ABR0TA27_AURPU",100,253,1.14e-177,487,"A0ABR0TA27"
"KAK6004048.1","tr|A0ABR0THX6|A0ABR0THX6_AURPU",100,231,2.09e-178,487,"A0ABR0THX6"
"KAK6007474.1","tr|A0ABR0TSQ7|A0ABR0TSQ7_AURPU",100,277,7.21e-177,487,"A0ABR0TSQ7"
"KAK6008801.1","tr|A0ABR0TX58|A0ABR0TX58_AURPU",100,237,2.34e-178,487,"A0ABR0TX58"
"KEQ80238.1","tr|A0ABR0TDX9|A0ABR0TDX9_AURPU",94.1,272,6.98e-177,486,"A0ABR0TDX9"
"KEQ84449.1","tr|A0ABR0TR20|A0ABR0TR20_AURPU",94.1,273,9.96e-177,486,"A0ABR0TR20"
"THY81227.1","tr|A0ABR0TEP3|A0ABR0TEP3_AURPU",73,337,2.74e-173,486,"A0ABR0TEP3"
"KAK5999835.1","tr|A0ABR0T5Y5|A0ABR0T5Y5_AURPU",100,246,9.45e-178,486,"A0ABR0T5Y5"
"KAK6003778.1","tr|A0ABR0TH66|A0ABR0TH66_AURPU",100,363,1.34e-173,486,"A0ABR0TH66"
"KAK6004637.1","tr|A0ABR0TJP1|A0ABR0TJP1_AURPU",100,248,1.1e-177,486,"A0ABR0TJP1"
"CAD0024345.1","tr|A0ABR0TBN5|A0ABR0TBN5_AURPU",91.4,255,3.98e-177,486,"A0ABR0TBN5"
"CAD0041883.1","tr|A0ABR0TUS4|A0ABR0TUS4_AURPU",90.8,283,1.66e-175,486,"A0ABR0TUS4"
"THX36375.1","tr|A0ABR0TH10|A0ABR0TH10_AURPU",99.6,262,2.48e-175,485,"A0ABR0TH10"
"KAK6003456.1","tr|A0ABR0THS1|A0ABR0THS1_AURPU",100,235,1.65e-177,485,"A0ABR0THS1"
"KAK6004980.1","tr|A0ABR0TKK4|A0ABR0TKK4_AURPU",100,252,6.12e-177,485,"A0ABR0TKK4"
"THV95604.1","tr|A0ABR0TW37|A0ABR0TW37_AURPU",95.3,254,3.24e-176,484,"A0ABR0TW37"
"THX43856.1","tr|A0ABR0TPY3|A0ABR0TPY3_AURPU",94.4,266,1.35e-175,484,"A0ABR0TPY3"
"KAK6001907.1","tr|A0ABR0TBT8|A0ABR0TBT8_AURPU",100,241,5.28e-177,484,"A0ABR0TBT8"
"KAK6001940.1","tr|A0ABR0TDD9|A0ABR0TDD9_AURPU",100,242,5.71e-177,484,"A0ABR0TDD9"
"KAK6002280.1","tr|A0ABR0TCW8|A0ABR0TCW8_AURPU",100,250,1.06e-176,484,"A0ABR0TCW8"
"KAK6003669.1","tr|A0ABR0THE6|A0ABR0THE6_AURPU",100,240,4.89e-177,484,"A0ABR0THE6"
"KAK6003763.1","tr|A0ABR0TH51|A0ABR0TH51_AURPU",100,242,5.71e-177,484,"A0ABR0TH51"
"KAK6005601.1","tr|A0ABR0TNV5|A0ABR0TNV5_AURPU",100,235,2.34e-177,484,"A0ABR0TNV5"
"KAK6005666.1","tr|A0ABR0TNJ1|A0ABR0TNJ1_AURPU",100,252,8.69e-177,484,"A0ABR0TNJ1"
"KAK6007876.1","tr|A0ABR0TTQ9|A0ABR0TTQ9_AURPU",100,252,1.75e-176,484,"A0ABR0TTQ9"
"KAK6008096.1","tr|A0ABR0TVA0|A0ABR0TVA0_AURPU",100,246,1.1e-176,484,"A0ABR0TVA0"
