"Protein_ID","UniProt_ID","Identity","Alignment_length","E_value","Bit_score","UniProt_accession"
"CAD0040114.1","tr|A0ABR0TSH4|A0ABR0TSH4_AURPU",90.7,356,3.53e-237,645,"A0ABR0TSH4"
"CAD0040120.1","tr|A0ABR0TRX3|A0ABR0TRX3_AURPU",75,855,0,1202,"A0ABR0TRX3"
"CAD0040122.1","tr|A0ABR0TRI7|A0ABR0TRI7_AURPU",82.3,547,0,876,"A0ABR0TRI7"
"CAD0040141.1","tr|A0ABR0TRK3|A0ABR0TRK3_AURPU",81.3,1034,0,1389,"A0ABR0TRK3"
"CAD0040152.1","tr|A0ABR0TS54|A0ABR0TS54_AURPU",77.7,323,1.14e-171,476,"A0ABR0TS54"
"CAD0040174.1","tr|A0ABR0TSX9|A0ABR0TSX9_AURPU",86.8,364,3.23e-217,595,"A0ABR0TSX9"
"CAD0040188.1","tr|A0ABR0TRA5|A0ABR0TRA5_AURPU",82.1,669,0,1067,"A0ABR0TRA5"
"CAD0040189.1","tr|A0ABR0TRD4|A0ABR0TRD4_AURPU",80.4,363,2.73e-219,600,"A0ABR0TRD4"
"CAD0040192.1","tr|A0ABR0TSZ5|A0ABR0TSZ5_AURPU",93.8,433,1.21999999982748e-315,859,"A0ABR0TSZ5"
"CAD0040204.1","tr|A0ABR0TRC4|A0ABR0TRC4_AURPU",72.3,206,5.97e-93,267,"A0ABR0TRC4"
"CAD0040212.1","tr|A0ABR0TRQ7|A0ABR0TRQ7_AURPU",81.2,537,8.02000000000182e-312,848,"A0ABR0TRQ7"
"CAD0040226.1","tr|A0ABR0TET9|A0ABR0TET9_AURPU",72.4,333,8.79e-161,449,"A0ABR0TET9"
"CAD0040240.1","tr|A0ABR0TS82|A0ABR0TS82_AURPU",87.7,577,2.21999999999985e-311,851,"A0ABR0TS82"
"CAD0040257.1","tr|A0ABR0TRN5|A0ABR0TRN5_AURPU",87.7,669,0,1139,"A0ABR0TRN5"
"CAD0040264.1","tr|A0ABR0TRL7|A0ABR0TRL7_AURPU",85.2,485,1.2e-305,847,"A0ABR0TRL7"
"CAD0040286.1","tr|A0ABR0TMC2|A0ABR0TMC2_AURPU",73.6,755,0,980,"A0ABR0TMC2"
"CAD0040308.1","tr|A0ABR0TKU2|A0ABR0TKU2_AURPU",84.4,288,1.57e-179,497,"A0ABR0TKU2"
"CAD0040369.1","tr|A0ABR0TDC4|A0ABR0TDC4_AURPU",81.3,638,0,983,"A0ABR0TDC4"
"CAD0040370.1","tr|A0ABR0TBU9|A0ABR0TBU9_AURPU",85,246,1.22e-154,429,"A0ABR0TBU9"
"CAD0040398.1","tr|A0ABR0TD74|A0ABR0TD74_AURPU",78.6,501,3.24e-291,793,"A0ABR0TD74"
"CAD0040403.1","tr|A0ABR0TCK4|A0ABR0TCK4_AURPU",81.3,529,5.27e-289,790,"A0ABR0TCK4"
"CAD0040411.1","tr|A0ABR0TDE4|A0ABR0TDE4_AURPU",83.7,295,1.25e-174,483,"A0ABR0TDE4"
"CAD0040430.1","tr|A0ABR0TC39|A0ABR0TC39_AURPU",85.3,525,0,902,"A0ABR0TC39"
"CAD0040456.1","tr|A0ABR0TCG6|A0ABR0TCG6_AURPU",82.7,1380,0,2245,"A0ABR0TCG6"
"CAD0040459.1","tr|A0ABR0TCX0|A0ABR0TCX0_AURPU",82,572,4.05e-258,715,"A0ABR0TCX0"
"CAD0040469.1","tr|A0ABR0TBL9|A0ABR0TBL9_AURPU",76.8,557,7.96e-294,808,"A0ABR0TBL9"
"CAD0040470.1","tr|A0ABR0TBK8|A0ABR0TBK8_AURPU",77.8,1232,0,1625,"A0ABR0TBK8"
"CAD0040486.1","tr|A0ABR0TBR5|A0ABR0TBR5_AURPU",82.1,913,0,1382,"A0ABR0TBR5"
"CAD0040502.1","tr|A0ABR0TBP7|A0ABR0TBP7_AURPU",73.9,632,3.2800000000001e-311,854,"A0ABR0TBP7"
"CAD0040516.1","tr|A0ABR0TBM8|A0ABR0TBM8_AURPU",89.6,221,5.82e-133,371,"A0ABR0TBM8"
"CAD0040528.1","tr|A0ABR0TBG4|A0ABR0TBG4_AURPU",84.6,214,7.42e-128,357,"A0ABR0TBG4"
"CAD0040534.1","tr|A0ABR0TCP0|A0ABR0TCP0_AURPU",79,1207,0,1822,"A0ABR0TCP0"
"CAD0040552.1","tr|A0ABR0TCV5|A0ABR0TCV5_AURPU",97,1222,0,2413,"A0ABR0TCV5"
"CAD0040577.1","tr|A0ABR0TC88|A0ABR0TC88_AURPU",83.5,1115,0,1833,"A0ABR0TC88"
"CAD0040586.1","tr|A0ABR0TC78|A0ABR0TC78_AURPU",94.1,273,1.96e-198,546,"A0ABR0TC78"
"CAD0041990.1","tr|A0ABR0TUG2|A0ABR0TUG2_AURPU",89.9,398,7.23e-265,720,"A0ABR0TUG2"
"CAD0042005.1","tr|A0ABR0TV42|A0ABR0TV42_AURPU",76.1,532,3.33e-268,739,"A0ABR0TV42"
"CAD0042020.1","tr|A0ABR0TWR9|A0ABR0TWR9_AURPU",74.8,714,0,1016,"A0ABR0TWR9"
"CAD0042025.1","tr|A0ABR0TVN6|A0ABR0TVN6_AURPU",74.3,487,9.6e-243,667,"A0ABR0TVN6"
"CAD0042031.1","tr|A0ABR0TVM1|A0ABR0TVM1_AURPU",77.2,451,2.31e-259,707,"A0ABR0TVM1"
"CAD0042079.1","tr|A0ABR0TVS2|A0ABR0TVS2_AURPU",81.1,572,0,948,"A0ABR0TVS2"
"CAD0042098.1","tr|A0ABR0TV20|A0ABR0TV20_AURPU",73,211,2.79e-85,248,"A0ABR0TV20"
"CAD0042120.1","tr|A0ABR0TVH6|A0ABR0TVH6_AURPU",91.3,300,1.93e-159,462,"A0ABR0TVH6"
"CAD0042143.1","tr|A0ABR0TW81|A0ABR0TW81_AURPU",82.4,598,0,983,"A0ABR0TW81"
"CAD0042150.1","tr|A0ABR0TV55|A0ABR0TV55_AURPU",88.1,286,2.9e-176,488,"A0ABR0TV55"
"CAD0042151.1","tr|A0ABR0TVD1|A0ABR0TVD1_AURPU",80,310,3.99e-174,481,"A0ABR0TVD1"
"CAD0042152.1","tr|A0ABR0TV30|A0ABR0TV30_AURPU",89,762,0,1294,"A0ABR0TV30"
"CAD0042154.1","tr|A0ABR0TV49|A0ABR0TV49_AURPU",95.5,333,7.12e-215,588,"A0ABR0TV49"
"CAD0042161.1","tr|A0ABR0TV91|A0ABR0TV91_AURPU",71.9,235,5.14e-95,306,"A0ABR0TV91"
"CAD0042167.1","tr|A0ABR0TWV7|A0ABR0TWV7_AURPU",89.4,511,5.32000006128937e-318,862,"A0ABR0TWV7"
"CAD0042176.1","tr|A0ABR0TWB9|A0ABR0TWB9_AURPU",81,595,0,955,"A0ABR0TWB9"
"CAD0042191.1","tr|A0ABR0TX24|A0ABR0TX24_AURPU",91.8,488,0,947,"A0ABR0TX24"
"CAD0042203.1","tr|A0ABR0TVH0|A0ABR0TVH0_AURPU",83.3,263,1.15e-144,438,"A0ABR0TVH0"
"CAD0042210.1","tr|A0ABR0TW97|A0ABR0TW97_AURPU",74.7,344,1.02e-187,521,"A0ABR0TW97"
"CAD0042217.1","tr|A0ABR0TX51|A0ABR0TX51_AURPU",81,691,4.57e-309,853,"A0ABR0TX51"
"CAD0042223.1","tr|A0ABR0TVE7|A0ABR0TVE7_AURPU",91.7,1086,0,1887,"A0ABR0TVE7"
"CAD0042224.1","tr|A0ABR0TVL4|A0ABR0TVL4_AURPU",91.3,1356,0,2442,"A0ABR0TVL4"
"CAD0042236.1","tr|A0ABR0TVR3|A0ABR0TVR3_AURPU",89.3,882,0,1532,"A0ABR0TVR3"
"CAD0042254.1","tr|A0ABR0TVB9|A0ABR0TVB9_AURPU",83.1,697,0,974,"A0ABR0TVB9"
"CAD0042339.1","tr|A0ABR0TVZ5|A0ABR0TVZ5_AURPU",87.9,553,0,974,"A0ABR0TVZ5"
"CAD0042346.1","tr|A0ABR0TXC8|A0ABR0TXC8_AURPU",79.3,363,6.58e-168,473,"A0ABR0TXC8"
"CAD0042348.1","tr|A0ABR0TWU2|A0ABR0TWU2_AURPU",78.5,651,1.50999999999981e-311,859,"A0ABR0TWU2"
"CAD0042350.1","tr|A0ABR0TWG9|A0ABR0TWG9_AURPU",76.1,700,0,963,"A0ABR0TWG9"
"CAD0042373.1","tr|A0ABR0TVR4|A0ABR0TVR4_AURPU",85.4,746,0,1134,"A0ABR0TVR4"
"CAD0042396.1","tr|A0ABR0TVS5|A0ABR0TVS5_AURPU",87.1,762,0,1284,"A0ABR0TVS5"
"CAD0042405.1","tr|A0ABR0TVY9|A0ABR0TVY9_AURPU",93.7,303,5.47e-197,553,"A0ABR0TVY9"
"CAD0042411.1","tr|A0ABR0TVL7|A0ABR0TVL7_AURPU",76.8,289,1.06e-156,435,"A0ABR0TVL7"
"CAD0042412.1","tr|A0ABR0TW45|A0ABR0TW45_AURPU",75.2,580,2.93e-284,780,"A0ABR0TW45"
"CAD0042420.1","tr|A0ABR0TV13|A0ABR0TV13_AURPU",82.9,491,5.12e-300,821,"A0ABR0TV13"
"CAD0042445.1","tr|A0ABR0TUZ7|A0ABR0TUZ7_AURPU",75.5,727,0,1043,"A0ABR0TUZ7"
"CAD0042448.1","tr|A0ABR0TUS1|A0ABR0TUS1_AURPU",90,653,0,1117,"A0ABR0TUS1"
"CAD0042452.1","tr|A0ABR0TV59|A0ABR0TV59_AURPU",81.2,1403,0,2204,"A0ABR0TV59"
"CAD0042453.1","tr|A0ABR0TVK0|A0ABR0TVK0_AURPU",75.8,413,8.01e-207,572,"A0ABR0TVK0"
"CAD0042465.1","tr|A0ABR0TX93|A0ABR0TX93_AURPU",87.6,500,8.80999999999999e-304,825,"A0ABR0TX93"
"CAD0042494.1","tr|A0ABR0TXG8|A0ABR0TXG8_AURPU",97.3,264,3.12e-176,488,"A0ABR0TXG8"
"CAD0042497.1","tr|A0ABR0TW25|A0ABR0TW25_AURPU",72.6,727,1.28000007789756e-317,876,"A0ABR0TW25"
"CAD0042510.1","tr|A0ABR0TW14|A0ABR0TW14_AURPU",80.9,523,2.16e-305,830,"A0ABR0TW14"
"CAD0042520.1","tr|A0ABR0TWM2|A0ABR0TWM2_AURPU",83.1,360,7.86e-221,605,"A0ABR0TWM2"
"CAD0042534.1","tr|A0ABR0TXJ1|A0ABR0TXJ1_AURPU",79.9,553,4.23e-301,824,"A0ABR0TXJ1"
"CAD0042546.1","tr|A0ABR0TWF1|A0ABR0TWF1_AURPU",93.6,328,2.96e-217,593,"A0ABR0TWF1"
"CAD0042567.1","tr|A0ABR0TW13|A0ABR0TW13_AURPU",88.9,459,4.97e-275,749,"A0ABR0TW13"
"CAD0042573.1","tr|A0ABR0TX29|A0ABR0TX29_AURPU",76.4,280,3.3e-92,283,"A0ABR0TX29"
"CAD0042582.1","tr|A0ABR0TXD0|A0ABR0TXD0_AURPU",93.6,579,0,1008,"A0ABR0TXD0"
"CAD0042594.1","tr|A0ABR0TWS8|A0ABR0TWS8_AURPU",88.3,513,5.12000001515087e-316,858,"A0ABR0TWS8"
"CAD0042600.1","tr|A0ABR0TVF9|A0ABR0TVF9_AURPU",87.3,888,0,1517,"A0ABR0TVF9"
"CAD0042645.1","tr|A0ABR0TVF0|A0ABR0TVF0_AURPU",94,382,9.34e-263,712,"A0ABR0TVF0"
"CAD0042647.1","tr|A0ABR0TW39|A0ABR0TW39_AURPU",90.6,619,0,1085,"A0ABR0TW39"
"CAD0042653.1","tr|A0ABR0TVI9|A0ABR0TVI9_AURPU",90.3,827,0,1390,"A0ABR0TVI9"
"CAD0042654.1","tr|A0ABR0TVB1|A0ABR0TVB1_AURPU",94.9,256,2.68e-174,485,"A0ABR0TVB1"
"CAD0042661.1","tr|A0ABR0TVG4|A0ABR0TVG4_AURPU",90.7,1716,0,3029,"A0ABR0TVG4"
"CAD0042670.1","tr|A0ABR0TXQ8|A0ABR0TXQ8_AURPU",80,465,3.16e-244,672,"A0ABR0TXQ8"
"CAD0042675.1","tr|A0ABR0TWL0|A0ABR0TWL0_AURPU",74.1,379,1.48e-179,504,"A0ABR0TWL0"
"CAD0042681.1","tr|A0ABR0TWA8|A0ABR0TWA8_AURPU",76.3,435,3.03e-224,617,"A0ABR0TWA8"
"CAD0042706.1","tr|A0ABR0TW87|A0ABR0TW87_AURPU",81.1,1636,0,2524,"A0ABR0TW87"
"CAD0042707.1","tr|A0ABR0TX23|A0ABR0TX23_AURPU",85.5,221,5.01e-123,361,"A0ABR0TX23"
"CAD0042713.1","tr|A0ABR0TWC4|A0ABR0TWC4_AURPU",81.8,975,0,1424,"A0ABR0TWC4"
"CAD0042721.1","tr|A0ABR0TWJ8|A0ABR0TWJ8_AURPU",89.3,544,0,959,"A0ABR0TWJ8"
"CAD0042728.1","tr|A0ABR0TWB6|A0ABR0TWB6_AURPU",83.4,380,6.82e-228,624,"A0ABR0TWB6"
"CAD0042732.1","tr|A0ABR0TX34|A0ABR0TX34_AURPU",78,1146,0,1640,"A0ABR0TX34"
"CAD0042753.1","tr|A0ABR0TXR3|A0ABR0TXR3_AURPU",76.8,444,1.09e-241,668,"A0ABR0TXR3"
"CAD0042765.1","tr|A0ABR0TQM8|A0ABR0TQM8_AURPU",91.4,442,4.02e-274,746,"A0ABR0TQM8"
"CAD0042788.1","tr|A0ABR0TRC5|A0ABR0TRC5_AURPU",85.3,696,0,1123,"A0ABR0TRC5"
"CAD0042792.1","tr|A0ABR0TRE4|A0ABR0TRE4_AURPU",83.8,2354,0,3844,"A0ABR0TRE4"
"CAD0042835.1","tr|A0ABR0TRQ3|A0ABR0TRQ3_AURPU",89.4,574,0,948,"A0ABR0TRQ3"
"CAD0042858.1","tr|A0ABR0TR97|A0ABR0TR97_AURPU",75,927,0,1320,"A0ABR0TR97"
"CAD0042861.1","tr|A0ABR0TQW5|A0ABR0TQW5_AURPU",85,909,0,1391,"A0ABR0TQW5"
"CAD0042866.1","tr|A0ABR0TQX9|A0ABR0TQX9_AURPU",88.6,563,0,983,"A0ABR0TQX9"
"CAD0042874.1","tr|A0ABR0TRU2|A0ABR0TRU2_AURPU",74.8,1292,0,1725,"A0ABR0TRU2"
"CAD0042878.1","tr|A0ABR0TQX2|A0ABR0TQX2_AURPU",89.8,481,3.59e-301,822,"A0ABR0TQX2"
"CAD0042898.1","tr|A0ABR0TR13|A0ABR0TR13_AURPU",80.7,420,1.33e-232,637,"A0ABR0TR13"
"CAD0042899.1","tr|A0ABR0TR04|A0ABR0TR04_AURPU",77,318,6.23e-173,479,"A0ABR0TR04"
"CAD0042920.1","tr|A0ABR0TL21|A0ABR0TL21_AURPU",83.2,945,0,1643,"A0ABR0TL21"
"CAD0042938.1","tr|A0ABR0TR64|A0ABR0TR64_AURPU",71.6,1233,0,1569,"A0ABR0TR64"
"CAD0042954.1","tr|A0ABR0TMK8|A0ABR0TMK8_AURPU",82.8,476,4.39e-305,828,"A0ABR0TMK8"
"CAD0042964.1","tr|A0ABR0TL44|A0ABR0TL44_AURPU",72.8,254,1.96e-115,327,"A0ABR0TL44"
"CAD0042965.1","tr|A0ABR0TMM7|A0ABR0TMM7_AURPU",75,288,2.26e-159,443,"A0ABR0TMM7"
"CAD0042979.1","tr|A0ABR0TL57|A0ABR0TL57_AURPU",83.6,341,4.67e-179,498,"A0ABR0TL57"
"CAD0042981.1","tr|A0ABR0TMQ5|A0ABR0TMQ5_AURPU",89.2,2645,0,4476,"A0ABR0TMQ5"
"CAD0042999.1","tr|A0ABR0T960|A0ABR0T960_AURPU",85.4,2167,0,3638,"A0ABR0T960"
"CAD0043005.1","tr|A0ABR0T904|A0ABR0T904_AURPU",88.7,520,0,908,"A0ABR0T904"
"CAD0043021.1","tr|A0ABR0T8T5|A0ABR0T8T5_AURPU",74.2,465,3.72e-216,600,"A0ABR0T8T5"
"CAD0043073.1","tr|A0ABR0TQA3|A0ABR0TQA3_AURPU",93,744,0,1304,"A0ABR0TQA3"
"CAD0043091.1","tr|A0ABR0T8R1|A0ABR0T8R1_AURPU",91.6,699,0,1313,"A0ABR0T8R1"
"CAD0043103.1","tr|A0ABR0TQC2|A0ABR0TQC2_AURPU",86.8,478,1.48e-297,809,"A0ABR0TQC2"
"CAD0043173.1","tr|A0ABR0T9Q4|A0ABR0T9Q4_AURPU",77.6,241,2.8e-136,386,"A0ABR0T9Q4"
"CAD0043229.1","tr|A0ABR0T8Z1|A0ABR0T8Z1_AURPU",83.8,761,0,1206,"A0ABR0T8Z1"
"CAD0043267.1","tr|A0ABR0T890|A0ABR0T890_AURPU",84.1,659,0,1032,"A0ABR0T890"
"CAD0043271.1","tr|A0ABR0T8F5|A0ABR0T8F5_AURPU",80.3,427,6.6e-248,678,"A0ABR0T8F5"
"CAD0043285.1","tr|A0ABR0T8N6|A0ABR0T8N6_AURPU",89.8,782,0,1266,"A0ABR0T8N6"
"CAD0043305.1","tr|A0ABR0T9M5|A0ABR0T9M5_AURPU",74,335,1.76e-165,461,"A0ABR0T9M5"
"CAD0043393.1","tr|A0ABR0T9W2|A0ABR0T9W2_AURPU",74,600,1.72e-225,634,"A0ABR0T9W2"
"CAD0043395.1","tr|A0ABR0T8L7|A0ABR0T8L7_AURPU",72.9,524,1.36e-255,702,"A0ABR0T8L7"
"CAD0043403.1","tr|A0ABR0T8J3|A0ABR0T8J3_AURPU",87.2,211,6.38e-116,337,"A0ABR0T8J3"
"CAD0043441.1","tr|A0ABR0T9F0|A0ABR0T9F0_AURPU",91,200,1.07e-125,353,"A0ABR0T9F0"
"CAD0043447.1","tr|A0ABR0T8W1|A0ABR0T8W1_AURPU",79.7,369,4.17e-210,578,"A0ABR0T8W1"
"CAD0043479.1","tr|A0ABR0T9F7|A0ABR0T9F7_AURPU",71.6,433,4.57e-193,536,"A0ABR0T9F7"
"CAD0043483.1","tr|A0ABR0T861|A0ABR0T861_AURPU",92.4,340,1.72e-217,607,"A0ABR0T861"
"CAD0043493.1","tr|A0ABR0T9I6|A0ABR0T9I6_AURPU",78.3,617,0,886,"A0ABR0T9I6"
"CAD0043573.1","tr|A0ABR0T825|A0ABR0T825_AURPU",74,577,8.81e-255,707,"A0ABR0T825"
"CAD0043595.1","tr|A0ABR0T8N5|A0ABR0T8N5_AURPU",86.3,234,2.27e-142,414,"A0ABR0T8N5"
"CAD0043621.1","tr|A0ABR0T852|A0ABR0T852_AURPU",88.8,743,0,1302,"A0ABR0T852"
"CAD0043631.1","tr|A0ABR0T8M0|A0ABR0T8M0_AURPU",85.3,1707,0,2619,"A0ABR0T8M0"
"CAD0043669.1","tr|A0ABR0T8X8|A0ABR0T8X8_AURPU",79,529,3.99e-289,791,"A0ABR0T8X8"
"CAD0044448.1","tr|A0ABR0TIN0|A0ABR0TIN0_AURPU",82.4,330,5.55e-197,543,"A0ABR0TIN0"
"CAD0044465.1","tr|A0ABR0TIL6|A0ABR0TIL6_AURPU",92.2,1238,0,2150,"A0ABR0TIL6"
"CAD0044479.1","tr|A0ABR0TJI6|A0ABR0TJI6_AURPU",77.4,504,2.92e-278,759,"A0ABR0TJI6"
"CAD0044481.1","tr|A0ABR0TIG1|A0ABR0TIG1_AURPU",76.4,1412,0,2073,"A0ABR0TIG1"
"CAD0044495.1","tr|A0ABR0TJK1|A0ABR0TJK1_AURPU",84.5,470,4.13e-261,716,"A0ABR0TJK1"
"CAD0044511.1","tr|A0ABR0TII4|A0ABR0TII4_AURPU",88.9,513,0,890,"A0ABR0TII4"
"CAD0044544.1","tr|A0ABR0TJB3|A0ABR0TJB3_AURPU",71,207,3.74e-73,218,"A0ABR0TJB3"
"CAD0044554.1","tr|A0ABR0TIH8|A0ABR0TIH8_AURPU",83.8,665,0,1071,"A0ABR0TIH8"
"CAD0044560.1","tr|A0ABR0TII7|A0ABR0TII7_AURPU",85.7,540,0,929,"A0ABR0TII7"
"CAD0044562.1","tr|A0ABR0TIL1|A0ABR0TIL1_AURPU",78.3,351,4.41e-202,556,"A0ABR0TIL1"
"CAD0044599.1","tr|A0ABR0TIJ6|A0ABR0TIJ6_AURPU",92.3,338,2.65e-222,609,"A0ABR0TIJ6"
"CAD0044651.1","tr|A0ABR0TI93|A0ABR0TI93_AURPU",84.8,644,0,1036,"A0ABR0TI93"
"CAD0044658.1","tr|A0ABR0THZ9|A0ABR0THZ9_AURPU",87.4,539,0,959,"A0ABR0THZ9"
"CAD0044659.1","tr|A0ABR0TJK0|A0ABR0TJK0_AURPU",77.3,686,5.42e-293,813,"A0ABR0TJK0"
"CAD0044665.1","tr|A0ABR0TI36|A0ABR0TI36_AURPU",80,390,8.58e-208,585,"A0ABR0TI36"
"CAD0044684.1","tr|A0ABR0TIC2|A0ABR0TIC2_AURPU",83.1,421,6.55e-240,657,"A0ABR0TIC2"
"CAD0044693.1","tr|A0ABR0TI25|A0ABR0TI25_AURPU",81.3,539,1.55999999921244e-315,857,"A0ABR0TI25"
"CAD0044704.1","tr|A0ABR0TIQ8|A0ABR0TIQ8_AURPU",89.3,289,1.51e-180,517,"A0ABR0TIQ8"
"CAD0044707.1","tr|A0ABR0TJS2|A0ABR0TJS2_AURPU",78.6,681,0,1000,"A0ABR0TJS2"
"CAD0044734.1","tr|A0ABR0TC68|A0ABR0TC68_AURPU",80,305,1.6e-178,509,"A0ABR0TC68"
"CAD0044747.1","tr|A0ABR0TI70|A0ABR0TI70_AURPU",84.7,544,0,956,"A0ABR0TI70"
"CAD0044749.1","tr|A0ABR0TI07|A0ABR0TI07_AURPU",80.8,655,0,899,"A0ABR0TI07"
"CAD0044774.1","tr|A0ABR0THV2|A0ABR0THV2_AURPU",87.5,289,2.58e-177,489,"A0ABR0THV2"
"CAD0044778.1","tr|A0ABR0TIC7|A0ABR0TIC7_AURPU",77.6,496,1.39e-244,675,"A0ABR0TIC7"
"CAD0044781.1","tr|A0ABR0TJC8|A0ABR0TJC8_AURPU",85,1983,0,2214,"A0ABR0TJC8"
"CAD0044792.1","tr|A0ABR0THT9|A0ABR0THT9_AURPU",92.6,405,1.04e-265,722,"A0ABR0THT9"
"CAD0044794.1","tr|A0ABR0THW1|A0ABR0THW1_AURPU",94.6,988,0,1853,"A0ABR0THW1"
"CAD0044816.1","tr|A0ABR0TJB4|A0ABR0TJB4_AURPU",76.9,403,5.34e-208,576,"A0ABR0TJB4"
"CAD0044820.1","tr|A0ABR0THT0|A0ABR0THT0_AURPU",88.3,1585,0,2747,"A0ABR0THT0"
"CAD0044824.1","tr|A0ABR0THS5|A0ABR0THS5_AURPU",73.5,509,3.65e-270,740,"A0ABR0THS5"
"CAD0044876.1","tr|A0ABR0TIK0|A0ABR0TIK0_AURPU",89.5,323,2.98e-203,556,"A0ABR0TIK0"
"CAD0044885.1","tr|A0ABR0THP7|A0ABR0THP7_AURPU",74.3,230,1.95e-113,321,"A0ABR0THP7"
"CAD0044901.1","tr|A0ABR0TJ23|A0ABR0TJ23_AURPU",73.2,381,1.06e-196,548,"A0ABR0TJ23"
"CAD0044925.1","tr|A0ABR0THN4|A0ABR0THN4_AURPU",88.2,459,2.94e-295,803,"A0ABR0THN4"
"CAD0044933.1","tr|A0ABR0TIN4|A0ABR0TIN4_AURPU",74.6,528,2.74e-202,572,"A0ABR0TIN4"
"CAD0044947.1","tr|A0ABR0TJ55|A0ABR0TJ55_AURPU",82.4,357,1.54e-208,572,"A0ABR0TJ55"
"CAD0044951.1","tr|A0ABR0THL5|A0ABR0THL5_AURPU",85.8,1384,0,2235,"A0ABR0THL5"
"CAD0044959.1","tr|A0ABR0THV4|A0ABR0THV4_AURPU",78.3,1399,0,2084,"A0ABR0THV4"
"CAD0044983.1","tr|A0ABR0TC04|A0ABR0TC04_AURPU",90.6,724,0,1367,"A0ABR0TC04"
"CAD0044991.1","tr|A0ABR0TAQ1|A0ABR0TAQ1_AURPU",81.2,421,6.34e-248,683,"A0ABR0TAQ1"
"CAD0045007.1","tr|A0ABR0TC68|A0ABR0TC68_AURPU",77.1,669,0,1087,"A0ABR0TC68"
"CAD0045040.1","tr|A0ABR0THJ9|A0ABR0THJ9_AURPU",77.9,648,0,884,"A0ABR0THJ9"
"CAD0045090.1","tr|A0ABR0T5B0|A0ABR0T5B0_AURPU",70.9,447,9.36e-209,582,"A0ABR0T5B0"
"CAD0045118.1","tr|A0ABR0T5K5|A0ABR0T5K5_AURPU",73.7,365,4.32e-180,504,"A0ABR0T5K5"
"CAD0045166.1","tr|A0ABR0TIH7|A0ABR0TIH7_AURPU",87.7,538,0,951,"A0ABR0TIH7"
"CAD0045178.1","tr|A0ABR0THG9|A0ABR0THG9_AURPU",87.3,450,2.7e-241,682,"A0ABR0THG9"
"CAD0045242.1","tr|A0ABR0THB3|A0ABR0THB3_AURPU",78.5,601,1.1300000185904e-316,866,"A0ABR0THB3"
"CAD0045340.1","tr|A0ABR0T580|A0ABR0T580_AURPU",91.1,495,0,881,"A0ABR0T580"
"CAD0045344.1","tr|A0ABR0T6L5|A0ABR0T6L5_AURPU",73.1,1325,0,1806,"A0ABR0T6L5"
"CAD0045387.1","tr|A0ABR0T6N0|A0ABR0T6N0_AURPU",80.5,441,7.84e-241,663,"A0ABR0T6N0"
"CAD0045401.1","tr|A0ABR0T5K4|A0ABR0T5K4_AURPU",75.7,493,8.72999999999999e-276,753,"A0ABR0T5K4"
"CAD0045405.1","tr|A0ABR0T5B8|A0ABR0T5B8_AURPU",78.1,406,1.99e-219,603,"A0ABR0T5B8"
"CAD0045443.1","tr|A0ABR0TA87|A0ABR0TA87_AURPU",73.5,264,7.32e-128,360,"A0ABR0TA87"
"CAD0045453.1","tr|A0ABR0TAY5|A0ABR0TAY5_AURPU",72.5,721,0,973,"A0ABR0TAY5"
"CAD0045455.1","tr|A0ABR0T5Q1|A0ABR0T5Q1_AURPU",75.6,303,1.08e-170,473,"A0ABR0T5Q1"
"CAD0045497.1","tr|A0ABR0TBC8|A0ABR0TBC8_AURPU",77.3,1163,0,1647,"A0ABR0TBC8"
"CAD0045513.1","tr|A0ABR0TAG6|A0ABR0TAG6_AURPU",84.7,1275,0,1706,"A0ABR0TAG6"
"CAD0045527.1","tr|A0ABR0THH7|A0ABR0THH7_AURPU",78,1373,0,2037,"A0ABR0THH7"
"CAD0045533.1","tr|A0ABR0TJ05|A0ABR0TJ05_AURPU",87.1,342,1.72e-220,602,"A0ABR0TJ05"
"CAD0045547.1","tr|A0ABR0TIV3|A0ABR0TIV3_AURPU",78.4,970,0,1462,"A0ABR0TIV3"
"CAD0045575.1","tr|A0ABR0TIX3|A0ABR0TIX3_AURPU",76,221,2.46e-80,243,"A0ABR0TIX3"
"CAD0045579.1","tr|A0ABR0THD9|A0ABR0THD9_AURPU",84.5,368,2.34e-240,654,"A0ABR0THD9"
"CAD0045587.1","tr|A0ABR0TIX4|A0ABR0TIX4_AURPU",84.6,286,2.98e-162,449,"A0ABR0TIX4"
"CAD0045607.1","tr|A0ABR0TCF9|A0ABR0TCF9_AURPU",83.9,659,0,1073,"A0ABR0TCF9"
"CAD0045771.1","tr|A0ABR0TBZ6|A0ABR0TBZ6_AURPU",91.9,578,0,1082,"A0ABR0TBZ6"
"CAD0045827.1","tr|A0ABR0TAD1|A0ABR0TAD1_AURPU",95.1,324,5.9e-221,607,"A0ABR0TAD1"
"CAD0045829.1","tr|A0ABR0TAC7|A0ABR0TAC7_AURPU",76.7,1111,0,1610,"A0ABR0TAC7"
"CAD0045833.1","tr|A0ABR0TAD4|A0ABR0TAD4_AURPU",79,909,0,1219,"A0ABR0TAD4"
"CAD0045917.1","tr|A0ABR0THH1|A0ABR0THH1_AURPU",81,332,4.28e-199,546,"A0ABR0THH1"
"CAD0045941.1","tr|A0ABR0TC66|A0ABR0TC66_AURPU",83,430,1.35e-245,691,"A0ABR0TC66"
