UniProt_accession,AlphaFold_model,pLDDT
Q9FUY2,True,58.34
O59893,True,93.44
F6QV99,True,84.06
P53044,True,69.94
O94480,True,82.56
P40556,True,74.12
A0A2I1BSV9,True,83.56
G0SBS8,True,60.56
P33750,True,86.94
Q5AW69,True,83.0
K3VYH8,True,80.38
Q5ZJH6,True,88.56
P40108,True,98.12
G2X7W6,True,76.56
Q9P7S9,True,61.78
P25386,True,72.62
Q29RH4,True,90.25
P38254,True,85.0
A0A2Z1U8L7,True,83.94
Q8J0P4,True,75.88
Q4V8K2,True,88.75
P0DUK2,True,94.06
P28237,True,98.31
Q7RZF0,True,85.81
Q9ZPS3,True,92.0
Q09686,True,95.69
E2CYT2,True,91.94
A7XRY6,True,87.44
P38679,True,68.62
Q9Y7X9,True,75.44
A0A017SFB8,True,91.69
Q04013,True,81.94
P79381,True,93.81
Q92413,True,95.5
Q2PGV8,True,93.44
Q588Z1,True,86.94
Q9P6Y2,True,68.31
Q00216,True,91.44
Q4WEH7,True,74.81
Q5F495,True,90.81
Q6LA55,True,63.72
Q94EG6,True,97.69
Q2UPC0,True,82.94
P26901,True,97.19
Q757D7,True,90.75
Q8X097,True,90.38
P32608,True,89.38
Q6Q888,True,93.31
O74327,True,90.44
P0CL94,True,96.81
Q9UR24,True,68.12
P0CAQ1,True,73.69
O59745,True,81.12
Q4WX45,True,64.12
A0A0U2UXG3,True,85.75
Q7REH6,True,95.0
P00958,True,93.75
A0A0F9ZXE3,True,91.44
Q6Q875,True,92.5
A0A0F9XXG3,True,81.81
P49305,True,97.62
P38788,True,92.88
P38345,True,75.62
P23776,True,93.31
P0CI63,True,95.5
A0A455R5K2,True,94.75
Q9US36,True,73.12
A8F681,True,98.0
Q14409,True,92.25
B8NM73,True,91.88
Q556S2,True,71.12
P0DUM0,True,93.5
O94469,True,87.5
F5HN69,True,86.5
W0HJ53,True,91.69
K3VAW8,True,69.94
O42896,True,95.88
O14009,True,73.19
O60072,True,82.0
C0RZV6,True,77.19
A7EYW0,True,76.5
Q9ZJI5,True,94.56
O74633,True,90.75
A1DMW6,True,77.38
Q9P7C1,True,75.88
Q9P7T4,True,53.59
Q4IMJ1,True,97.56
O42917,True,75.81
Q6BIP2,True,69.0
O14018,True,94.56
A5ABG1,True,87.56
Q68Y49,True,73.0
P08965,True,58.94
O14746,True,80.19
Q6FNL3,True,95.56
B8N8Q9,True,96.06
B8NGU6,True,91.81
Q4AC99,True,84.06
Q4WF55,True,90.94
Q0CUC1,True,94.31
Q8FBA7,True,98.06
Q9ZQP6,True,86.81
G0S902,True,74.56
A1CFM2,True,93.62
P20506,True,90.81
O43034,True,80.0
Q6BSY1,True,80.19
Q10255,True,85.25
D4ARV2,True,89.44
E5A7I6,True,88.06
P0DY66,False,
P84675,True,92.75
Q5BBV9,True,87.19
Q76IQ2,True,96.5
Q2VYX5,True,85.94
O13309,True,96.69
Q56JZ9,True,94.25
F2QZ65,True,83.81
J9VLY3,True,82.44
B2A5W7,True,95.81
S3DQQ9,True,43.69
A1A697,True,70.75
Q09746,True,84.62
Q9LX12,True,96.81
Q4WFQ4,True,84.0
Q9LVW4,True,58.19
A0A5B8YUW5,True,78.19
P47176,True,96.06
Q5B3I8,True,69.81
Q6ZSM3,True,80.25
O74483,True,96.19
Q03656,True,66.94
Q1K6P0,True,81.88
O94264,True,70.31
P52759,True,96.69
Q10355,True,72.25
O08424,True,95.81
B8MKZ8,True,93.56
O14459,True,94.25
P40582,True,95.38
Q1DXH0,True,70.12
Q73WB6,True,94.69
P28745,True,84.38
Q10113,True,76.25
Q9L1I4,True,90.75
P32895,True,82.0
P30714,True,88.06
M5EAX2,True,94.0
Q01491,True,71.69
G2WYR2,True,49.38
P52810,True,91.25
Q9Y7M1,True,94.88
O74976,True,93.31
B8NM63,True,86.88
Q9P7K9,True,96.31
Q9F7D8,True,96.31
Q9P7B4,True,97.69
Q6E434,True,71.38
Q1PEP5,True,56.59
Q6IP52,True,75.88
A6R363,True,90.38
P0DPA5,True,89.69
D4AN96,True,96.88
Q8BK48,True,91.25
Q8W4S6,True,93.81
Q460G9,True,86.56
A0A179H0T5,True,80.25
Q4WNA5,True,87.19
O74503,True,72.06
Q86Y13,True,62.09
W7MSH6,True,94.38
Q9UTL8,True,75.62
B5G2S6,True,67.25
C8V212,True,76.56
P79058,True,67.62
Q10181,True,90.19
Q9P7Y9,True,58.38
A0A2Z5TTA9,True,86.69
Q06143,True,80.88
P79060,True,84.38
Q8K194,True,60.66
Q8T6J2,True,80.62
Q07830,True,87.0
O14081,True,76.5
Q12096,True,91.0
Q4X1V0,True,60.81
Q9FGF0,True,90.88
Q12091,True,78.44
G0S4F3,True,82.62
P40303,True,94.0
Q8L829,True,81.25
P78871,True,43.66
P38674,True,89.12
P9WET9,True,84.81
E9F647,True,92.44
Q0UI05,True,65.06
Q9DG67,True,72.19
Q9C270,True,90.31
Q4WE86,True,94.19
D7PI19,True,95.5
P27138,True,93.62
P0DUL3,True,92.19
Q7SCY7,True,86.44
Q7VD64,True,96.44
B0Y568,True,76.88
O14346,True,94.88
A1VQF4,True,94.44
P0C0Y5,True,96.56
A1CFL9,True,73.62
Q9XBS9,True,95.38
O60094,True,82.62
Q4A054,True,95.62
Q556Z3,True,67.06
Q09776,True,77.12
Q4I0C5,True,83.81
Q9Y7B6,True,87.56
P27643,True,84.94
Q10213,True,74.5
Q09819,True,55.0
Q74Z32,True,85.94
P46336,True,96.56
P32466,True,84.31
Q12256,True,75.56
E3RPB1,True,76.75
O74962,True,84.44
C5NN18,True,84.88
Q9P371,True,77.81
P32494,True,64.69
Q03559,True,68.81
Q2U0G5,True,76.31
O94290,True,73.38
Q5AZQ5,True,85.62
O44953,True,80.0
O93806,True,97.69
Q9UT70,True,81.25
P10401,True,82.0
Q12163,True,63.88
Q9VEX6,True,79.44
O42877,True,77.44
O60122,True,95.06
O80632,True,80.56
A1DLW4,True,89.19
P04957,True,92.38
P87178,True,74.62
Q7SI68,True,79.25
G1XLI4,True,49.66
Q9Y897,True,95.69
O13979,True,93.62
I1RGD4,True,72.75
O94495,True,84.38
Q02873,True,77.31
P21242,True,89.31
P42935,True,90.94
F9XMW6,True,97.19
Q5BD89,True,84.75
Q9NL89,True,88.06
A1DBT4,True,94.06
Q8RX87,True,93.44
P39981,True,84.88
A2YW91,True,88.25
O94279,True,91.19
B8NLM9,True,96.06
D4AK94,True,90.19
P41878,True,85.06
A6SFL7,True,84.19
Q6ZLK0,True,92.31
Q09868,True,56.22
Q4IJW4,True,89.94
Q7S4E0,True,91.56
O14237,True,83.25
O42888,True,94.19
Q567Z7,True,92.5
G2TRN9,True,80.19
D4AIF1,True,90.25
D2XNQ9,True,79.5
Q01911,True,95.38
Q1E7S5,True,76.0
Q0CCF8,True,94.19
A0A4P8DJW5,True,93.5
Q7Z8P9,True,97.44
O93868,True,97.56
A0A0L1JEZ9,True,91.5
F9WWD1,True,88.56
A2QTE7,True,92.81
A0A8K1AWG4,True,97.19
P20654,True,92.56
P78954,True,90.75
Q02099,True,72.25
Q9P6N5,True,83.44
P36981,True,66.19
Q0P5W1,True,74.88
J4VZG1,True,66.25
Q2TBM9,True,78.56
P14306,True,92.56
P40495,True,92.75
Q9US07,True,82.12
O14155,True,97.12
Q7S4I9,True,77.5
O13351,True,75.5
P41890,True,94.31
Q9UTJ2,True,95.12
H1AE13,True,89.44
Q6RVV4,True,92.06
P38093,True,68.06
A6WFI5,True,88.38
Q5BAJ7,True,64.38
Q10233,True,88.31
Q10990,True,74.62
A0A1D8PK40,True,95.62
Q9LZQ9,True,89.0
A6RMI1,True,79.5
K3VD70,True,95.88
Q5B431,True,58.62
Q6C2F4,True,74.88
P48580,True,91.19
Q6JQN1,True,86.94
P78594,True,97.31
G4NCP4,True,92.75
P53338,True,82.62
W6QL41,True,93.88
Q8TGG8,True,89.06
O31473,True,95.94
Q873B7,True,87.75
Q4WKA1,True,77.0
Q4IN00,True,79.75
Q5D018,True,79.56
Q9SSD2,True,83.88
P14090,True,90.75
Q9SUL7,True,76.94
W7N2P0,True,93.75
P40467,True,61.5
A0A345BJN8,True,73.69
Q12314,True,91.75
P50276,True,82.12
Q4WD45,True,93.56
O94712,True,86.44
Q04869,True,96.69
A0A0P0V5U9,True,92.88
G0S215,True,72.88
Q5AUY3,True,88.62
O42945,True,89.75
O74913,True,94.75
O94474,True,82.56
A0A179HLJ8,True,92.19
Q9Y719,True,76.62
S7Z7Z3,True,89.0
Q0U388,True,69.69
Q6AGR0,True,96.06
P41365,True,94.94
Q8I7P9,True,78.81
Q6BY37,True,65.5
P40491,True,82.38
W6Q247,False,
D4ASH1,True,93.94
D4GGR2,True,97.81
A0A084B9Z5,True,88.5
W3X732,True,92.5
P42839,True,68.31
P51792,True,79.69
P23762,True,77.44
Q2UCW8,True,86.69
Q1E556,True,76.19
A2QG68,True,94.19
P38812,True,93.81
Q09196,True,89.94
Q980U8,True,91.31
Q7FAE1,True,94.88
P86242,True,89.0
Q5B4Z3,True,65.06
Q5AWS1,True,84.44
Q84JB8,True,88.62
P0DUQ0,True,96.75
P50520,True,84.31
Q12664,True,88.88
Q4WVQ7,True,62.75
A0A423WA64,True,89.38
P31386,True,94.56
O13819,True,91.12
C5H883,True,64.25
Q9I0Q0,True,90.62
Q9FE46,True,97.69
D4D7N6,True,88.69
B0XPE7,True,75.81
Q91YJ3,True,83.88
O14093,True,72.06
Q9AGP8,True,98.38
Q874R3,True,80.5
P04386,True,66.0
Q078T0,True,94.06
Q9Y5S2,True,75.81
Q10105,True,79.75
A0A481WQD3,True,86.5
Q9P6R1,True,65.38
O59737,True,74.06
A9CPT4,False,
Q96UY2,True,89.75
Q304B9,True,92.06
Q6L4S0,True,91.44
Q59228,True,96.75
P9WEP6,True,96.31
G4NEB8,True,74.25
Q0DX67,True,82.19
Q7Y001,True,79.5
Q00017,True,96.0
Q09859,True,97.25
Q9RKB5,True,92.31
P45816,True,71.19
Q96UB1,True,82.44
Q0VFT9,True,88.0
Q00511,True,97.12
Q9P903,True,93.19
Q01609,True,88.94
Q59606,True,90.44
O14343,True,64.94
P36591,True,90.88
P33332,True,65.38
Q5UNT1,False,
Q7X6Y7,True,80.0
G0SB44,True,79.88
Q5YTV5,True,96.25
E5AE43,True,63.16
B0XZD3,True,94.0
P56216,True,97.88
C8ZI10,True,80.19
Q0UCJ2,True,91.62
P54857,True,80.88
Q9UT00,True,72.44
F4I2Y3,True,69.56
O60046,True,78.94
Q1RKB7,True,97.06
P25621,True,80.81
Q92339,True,84.12
Q0UTE1,True,88.38
Q0D1P6,True,86.19
Q7S300,True,89.62
Q9UT18,True,80.94
O07563,True,87.75
P00365,True,86.94
Q0UYV9,True,86.38
P35133,True,95.88
P36035,True,78.25
P38795,True,95.06
O43120,True,73.94
G2XC60,True,85.69
Q9UT34,True,69.62
Q05534,True,62.22
Q0UDH1,True,84.0
P52911,True,85.31
P0A3U6,True,97.31
Q9UUD8,True,92.94
Q8K010,True,88.06
A0A3G9HRV8,True,78.44
P0CI64,True,84.0
Q03070,True,88.12
A6QLC6,True,73.94
G4NE57,True,59.91
Q5R9S1,True,82.69
P53584,True,85.56
Q2TA37,True,94.44
G0S8G9,True,69.81
Q9HDX4,True,83.81
G3Y420,True,92.25
Q5XG24,True,63.0
A0AAD6NLP7,True,95.31
M4ISH0,True,90.81
O94280,True,83.0
O04249,True,81.5
N4XMB0,True,63.12
P0AE25,True,88.62
A0A2P5I554,True,88.56
G0SGC7,True,74.19
P78955,True,93.5
A1IHE7,True,96.69
A1CTI3,True,73.94
Q0U796,True,87.44
Q10088,True,90.0
Q7Z877,True,87.31
Q4X0M4,True,70.06
A1DHY9,True,65.94
D4B3C8,True,88.0
Q44471,True,95.88
C8VPT2,True,93.44
P36049,True,72.19
G2X8V1,True,82.56
P41391,True,92.94
B8MYL0,True,74.25
Q7PC70,True,78.0
Q8IS64,True,93.69
Q0CCL1,True,74.94
Q64573,True,90.62
B8NPX1,True,71.5
D4AYG1,True,79.12
O08760,True,91.5
P28812,True,92.94
Q5R6Y0,True,74.5
A0MTQ2,True,91.0
A0A2Z4HPY5,True,82.19
Q7SF85,True,92.75
P9WGQ6,True,96.81
Q10250,True,82.25
P35720,True,90.81
Q9UTC9,True,92.31
Q6MV78,True,78.31
P34161,True,61.5
Q00319,True,75.69
C5PFX0,True,85.5
P18160,True,43.12
Q8TAD8,True,66.06
P30316,True,86.75
A0AAN4PCE0,True,86.31
Q7XSA2,True,77.62
Q9Y333,True,94.81
A0A075TRK9,True,93.69
Q5AUY1,True,91.06
Q5BBP8,True,82.75
B8NMR5,True,94.56
Q9LE86,True,94.81
P47172,True,88.75
Q3UHK1,True,82.12
Q8KQK1,True,95.5
O42652,True,98.31
O74624,True,96.19
Q54U87,True,49.31
O93870,True,54.53
P46493,True,90.94
B0C205,True,95.56
A0A5C1RGE8,True,84.06
Q6NX08,True,89.69
W7MSJ7,True,91.69
Q4WF30,True,83.44
Q9US37,True,81.5
P23623,True,89.5
Q4WV10,True,95.94
A0A223HDI5,True,97.06
Q9FUS8,True,94.69
Q5BCH7,True,89.56
A9T142,True,87.56
Q5RDU4,True,73.81
Q02767,True,81.38
P17624,True,82.62
G3YAF3,True,77.56
O34718,True,89.19
Q4WW95,True,87.62
P49413,True,59.25
Q9USS8,True,78.38
P0DMQ6,True,97.06
O74174,True,91.5
Q12524,True,86.75
P0CT50,True,96.62
Q6SSJ6,True,94.25
B2ACC7,True,89.25
Q9D1A0,True,82.75
Q0UZH1,True,94.81
A3KP77,True,94.5
A0A3B1EFQ1,True,95.38
B0Y6Q5,True,67.38
P36629,True,71.31
Q9USW6,True,73.69
Q0MQ86,True,95.62
P9WEW4,True,91.31
M1W0Y0,True,94.69
Q1MTR1,True,76.62
Q7M370,True,94.38
P07142,True,85.69
Q9USJ8,True,92.25
O74388,True,71.88
Q9US02,True,94.88
Q9UTQ1,True,95.31
A1CA51,True,96.38
Q5AUX8,True,93.0
Q0ZAI3,True,93.88
H3JQW0,True,95.81
G3J455,True,82.75
K3VFR8,True,87.12
Q0CSA3,True,93.38
G0SF80,True,84.5
O69315,True,97.69
V9TNS0,True,97.69
Q9UTK4,True,52.59
G0SBQ3,True,56.5
A7ESL7,True,69.94
A0A0J9UVX2,True,74.31
A7UX13,True,95.06
Q6C354,True,92.5
Q70CQ2,False,
G0SHF3,True,92.62
A5PJL1,True,90.31
B5FZA8,True,92.31
Q3UD61,True,80.06
A0A0E0SMA3,True,93.56
Q5B0H8,True,93.44
O75002,True,94.94
W3X9K4,True,75.06
Q5XTQ4,True,91.88
Q15029,True,89.94
Q54QI2,True,53.75
P42087,True,87.5
Q9Y385,True,77.25
O74452,True,56.5
Q4I8E9,True,79.94
Q03672,True,76.5
G0RYR3,True,73.69
Q9P427,True,86.19
P45954,True,91.56
H1ZZA4,True,93.62
A2QAS2,True,93.75
Q9D7Q1,True,90.81
Q9P6A5,True,91.5
B6DZC8,True,89.38
Q7Q6A7,True,90.44
P29717,True,92.62
B0XYE0,True,55.03
A0A1L7U2E9,True,93.12
A0A455LLX2,True,96.56
Q04179,True,96.88
O14035,True,85.25
Q98KN6,True,95.62
A4IGU3,True,90.5
A5DQ25,True,94.62
Q9L9F0,True,95.31
O42872,True,88.5
Q5BAD0,True,90.56
P73421,True,90.81
P53125,True,73.0
Q2GPT7,True,78.81
G2X444,True,79.0
P9WEF7,True,82.19
Q12151,True,55.28
B8NM79,True,93.69
O59829,True,97.19
P38671,True,74.31
Q96WV0,True,83.56
P52959,True,68.12
F4P804,True,90.5
P0C582,True,87.94
W7NDP8,True,95.38
A0A4P8DJF6,True,89.75
Q9UTC5,True,92.69
Q84CG1,True,94.31
W6QCM8,True,82.19
Q9UT16,True,84.75
P9WEZ3,True,89.25
A0A384JIP2,True,89.56
Q92203,True,95.25
O15258,True,78.56
P0CR34,True,93.38
Q10325,True,81.38
A0A0E4AET8,True,93.62
Q5B3K6,True,86.12
E9F8L8,True,89.25
Q5B7I8,True,57.66
A0A194VTS2,True,89.06
Q9HE05,True,85.38
Q9H0E9,True,52.81
Q9Y809,True,92.5
O59714,True,78.75
G0REW7,True,92.12
Q524Z5,True,83.88
Q0DG35,True,87.5
P29497,True,97.75
Q12529,True,93.69
G8BA04,True,95.25
Q9Y8G7,True,89.94
Q4WF29,True,96.88
P53912,True,96.88
A0A024SMV2,True,96.5
Q9Z2D7,True,60.38
A0A1U8QT10,True,81.56
A0A0S6XHQ0,True,92.0
Q5B4Q8,True,53.44
Q10137,True,93.12
P55614,True,95.44
Q9UT61,True,93.69
O94362,True,88.69
Q9URY7,True,97.31
A0A384JQG4,True,94.44
Q9Y8G2,True,83.12
Q02IV5,True,97.12
Q872U8,True,54.94
A0A6S6QLX9,True,93.69
Q9U2H1,True,81.0
O74458,True,77.44
A0A1D9QMS2,True,61.91
A0A1R3RGJ7,True,92.38
Q54W11,True,90.25
Q5B0Z5,True,78.25
P19516,True,75.38
Q09731,True,71.44
D0E8I4,True,95.75
E4V2L6,True,91.38
A7ERM5,True,63.31
A0A455R5H4,True,89.12
Q9P380,True,83.38
Q9HGY3,True,95.88
Q4WXX9,True,96.5
P15625,True,89.56
A2QHE5,True,97.81
Q9LW56,True,92.19
Q4WXY0,True,51.72
A3KPE8,True,91.19
A0A7H0XJI9,True,94.31
Q01112,True,93.81
Q9WYP5,True,98.12
A0A385XI13,True,84.69
Q5GTD2,True,88.56
Q5R4D6,True,54.62
D7PHZ1,True,79.88
Q54BF3,True,94.31
Q9HGL2,True,57.78
D4ANV2,True,87.06
Q9CR60,True,87.5
Q09680,True,87.81
Q30DW6,True,90.69
A0A1U8QWA2,True,87.81
O14522,True,83.56
Q13867,True,98.0
Q54RB9,True,68.69
B5XAM2,True,81.56
O59805,True,97.25
O25080,True,97.75
O74189,True,85.5
Q8DC76,True,93.88
E7F590,True,85.81
P9WEL1,True,80.69
Q1DR06,True,62.81
Q9UVT8,True,88.44
Q9NQE7,True,89.56
O42709,True,67.19
Q6BI69,True,88.56
W6R4H8,True,92.25
Q4W9V0,True,67.19
A0A423VRU0,True,74.25
Q6IE26,True,91.5
P9WEU5,True,91.19
P00503,True,96.31
P28708,True,72.44
Q84RR2,True,77.56
Q4WR82,False,
D4AX63,True,91.56
G2WUA3,True,55.5
Q4WQJ1,True,78.25
P38823,True,70.38
A8DRH7,True,96.38
Q48H03,True,94.62
A7EM78,True,75.94
C7GWV6,True,82.75
Q9P7X5,True,78.44
O74298,True,86.81
A1CAZ7,True,87.38
P53157,True,86.25
B2ASU5,True,95.31
B2VVF0,True,80.88
Q4WSZ0,True,92.62
A0A1D9QGL5,True,57.66
O75003,True,88.69
Q5A2J7,True,83.56
G2QCS4,True,90.25
G3Y416,True,94.62
G1XTZ8,True,93.19
A0A140JWS5,True,93.62
G3Y419,True,86.5
A0A2P1DP87,True,92.38
Q10102,True,86.0
O14176,True,73.81
O43088,True,67.88
Q07993,True,96.12
Q4WVZ0,True,95.19
W2SDE2,True,80.06
Q9UT98,True,84.56
O74798,True,66.75
Q10449,True,93.69
G0SAV1,True,62.97
Q58424,True,93.5
Q9USP8,True,89.12
Q01408,True,74.81
Q8BHT7,True,86.5
P0C7B6,True,88.38
A0A384JZ02,True,86.81
A0A3G1DIQ9,True,86.38
P38737,True,81.69
Q59KZ1,True,90.81
D7PHZ0,True,91.62
A7EPT0,True,74.94
Q9USZ2,True,91.56
O06724,True,96.44
Q5ATG5,True,96.62
A0A1P8VFQ8,True,72.06
Q550W6,True,82.5
P32586,True,67.69
Q7XJS0,True,94.69
Q0UG00,True,85.44
Q9P7W0,True,75.06
A2AIG8,True,86.75
Q0QLE6,True,97.06
G3YD89,True,81.75
Q96X45,True,89.94
C4JUR0,True,71.69
P30776,True,56.31
O94284,True,92.81
P07872,True,94.12
O74559,True,75.0
Q07505,True,97.0
Q96VP6,True,95.5
A0A1V0QS34,True,93.12
P0DX71,True,93.06
P28000,True,80.88
A7EWH6,True,73.0
Q962X9,True,92.25
A0A2Z5TWF0,True,94.62
Q7S045,True,76.38
Q5AWZ6,True,73.56
Q61FA3,True,94.69
Q1DJF0,True,72.81
O60178,True,95.06
P31244,True,71.94
P13513,True,95.31
Q9UU80,True,81.81
Q6BP09,True,90.69
Q8NB46,True,85.62
Q9SR44,True,90.0
O13444,True,68.5
O60167,True,62.09
Q9UUA7,True,91.5
Q10163,True,75.75
Q9Y7F8,True,96.56
W6Q403,True,91.25
Q24JY1,True,89.38
O74520,True,76.75
Q9SZ67,True,66.25
Q12204,True,69.94
G0KYB1,True,93.75
O59947,True,94.69
A0A2I1D2N0,False,
Q12612,True,92.88
B6HUQ4,True,90.25
O14242,True,93.25
P39102,True,76.12
O42998,True,80.56
G2X3A6,True,61.03
Q96VK3,True,69.62
O94372,True,87.5
P39109,True,83.0
P50192,True,90.0
A2RAY7,True,94.94
Q8DTN7,True,97.62
Q01278,True,92.38
P40098,True,81.0
Q9VPQ7,True,82.94
A6XIG6,True,94.0
B5VMH6,True,61.81
O74438,True,67.44
P83006,True,90.38
A0A4V1DXC4,True,94.12
A2BGT0,True,73.5
A0A1D8PJA8,True,79.12
P87072,True,93.12
Q9P7W5,True,86.06
O94572,True,84.5
O29329,True,97.88
Q9UU76,True,83.0
O14301,True,96.0
Q6FV98,True,79.06
Q8GY23,False,
A0A411PQN2,True,75.19
P28584,True,65.81
O93869,True,85.75
Q9HWG9,True,93.25
G3XMC9,True,86.06
Q4WCP8,True,84.56
Q67XX3,True,87.31
Q2TPA8,True,82.0
O74752,True,83.0
Q6FWV2,True,85.31
Q7SCX7,True,85.25
P59769,True,87.56
P32629,True,80.62
Q9P7C9,True,93.88
Q9US42,True,95.94
P87172,True,88.62
P53759,True,90.44
O94413,True,94.25
Q9US43,True,91.31
Q96WP8,True,67.19
Q26998,True,93.81
P53072,True,83.12
P15685,True,78.5
Q6DHC3,True,80.06
O75001,True,79.94
P78621,True,61.94
Q9XIH7,True,86.25
Q2YZA4,True,97.19
P87148,True,76.38
Q9Y8H5,True,90.62
S8AWN7,True,93.62
S8AWP5,True,93.44
P0DO32,True,93.38
Q9RPT1,True,96.25
K3VZ28,True,63.66
Q5N863,True,94.94
Q10179,True,91.69
Q9Y7K0,True,96.81
O74478,True,95.38
P40317,True,63.69
M4IRL6,True,90.88
Q05A13,True,92.06
O13853,True,62.19
Q9P6I5,True,91.56
B3LU25,True,89.06
Q4WBT4,True,94.69
Q59YH3,True,60.19
Q6AWU6,True,94.06
Q26544,False,
A0A0H2VG78,True,84.62
O94277,True,89.5
Q10297,True,86.31
Q0WVL7,True,67.62
P40801,True,95.81
P48825,True,96.31
Q5BB47,True,78.69
Q1DXU0,True,75.5
Q09912,True,73.0
Q9Y7X8,True,86.94
P20132,True,95.88
B8N6W5,True,95.5
H9BZ66,True,85.38
P18266,True,87.94
A0A4P8GEA3,True,86.69
P20681,True,94.75
Q8L840,True,65.25
Q5BEG1,True,85.06
O94451,True,64.44
Q09668,True,88.06
P21373,True,75.38
Q9USZ3,True,92.56
A0A0K2JKU1,True,93.25
P35679,True,92.38
Q09924,True,79.56
O59721,True,74.56
P33144,True,77.31
Q9UTI9,True,79.06
O14144,True,81.5
A0A1D8PN93,True,65.88
Q7SBV6,True,91.94
O74927,True,83.12
Q5ACI8,True,95.31
P0C1D3,True,65.06
Q9STP8,True,74.19
P31115,True,86.69
Q8MI17,True,98.31
Q9UUZ2,True,94.81
P0C8Q0,True,74.19
Q9FG72,True,86.75
Q06522,True,95.25
P47111,True,75.38
O43073,True,75.5
A6RF09,True,68.12
A1KTJ9,True,98.06
G9N4E3,True,94.75
Q2KJ81,True,93.88
Q1PSI9,True,94.25
Q2U919,True,95.12
S7Z6W7,True,77.06
Q9Y818,True,92.44
Q9GKT2,True,92.94
Q01317,True,76.75
Q9LGI2,True,75.75
Q1JV40,True,62.5
Q9Y305,True,85.0
Q5ANB1,True,53.5
D4AMB9,True,86.62
Q9M8Y0,True,91.06
C1GX39,True,83.0
Q65DC2,True,91.62
Q2L4W6,True,58.75
O42662,True,89.94
P32317,True,77.69
A0A2H3D8Y2,True,95.94
Q5AR06,True,95.88
Q8J294,True,89.31
P42884,True,94.88
Q9URW9,True,97.62
Q11118,True,81.38
F8U972,True,92.56
E3RFJ1,True,87.56
O14095,True,74.31
Q9SZ63,True,85.5
Q9D2V7,True,86.06
A0A162J452,True,78.31
Q5ZLG0,True,92.75
A0A0J9W3S9,True,62.59
Q9USQ4,True,73.0
O60140,True,72.25
Q5AUX7,True,82.75
A2QQU9,True,87.69
A0A3G1DJH7,True,83.31
Q8J0F5,True,84.12
Q1E493,True,84.62
B8NI21,True,74.94
P32582,True,88.88
Q873Y0,True,61.38
P22219,True,76.75
Q9HDX9,True,87.94
Q21920,True,51.88
Q9YAW4,True,97.5
O43012,True,90.44
Q08908,True,88.0
Q9I9R3,True,81.56
Q4WDD4,True,77.44
P65824,True,94.81
Q07821,True,74.94
Q9S9M2,True,76.44
B0YA65,True,97.25
A0A348AXY2,True,91.81
A0A1D8PMB1,True,81.81
Q4I1M9,True,90.0
P12000,True,78.44
B8NDZ1,True,79.81
Q8J0Q0,True,91.88
A0A481WP25,True,91.0
Q0IID9,True,91.62
J9VNT4,True,75.25
B0XPE4,True,68.25
P40885,True,82.69
Q9Y7K4,True,96.69
V5IM94,True,72.81
Q0MRG5,True,97.75
A0A0E4AFG7,True,93.69
Q9P7F4,True,96.06
Q9Y6Z9,True,95.44
Q9P6Q6,True,86.62
P87170,True,95.38
Q59NX5,True,71.38
P33751,True,86.06
P87078,True,77.5
Q3E846,True,89.56
Q9URX1,True,84.81
P51844,True,95.69
Q0WUU6,True,83.81
Q9UR06,True,97.0
P0C872,True,97.88
Q0K203,True,94.19
A0A1L5BUG8,True,97.31
P46440,True,96.06
Q9Y767,True,71.62
P40384,True,86.62
Q96WV4,True,94.31
O60111,True,81.25
Q4WPG0,True,79.0
Q6F6Y2,True,96.56
Q8TG40,True,83.06
Q4WHT9,True,95.56
Q02595,True,73.88
Q9P869,True,91.38
Q6Z7K5,True,81.12
Q9UT59,True,95.19
Q5B6C5,True,84.12
Q47690,True,93.44
Q5AAI8,True,75.62
A0A1E1FFN8,True,82.62
Q5J6J1,True,90.19
A0A348HAY4,True,93.25
Q96VB5,True,88.56
Q0D076,True,94.75
B8MKZ7,True,86.88
Q8SW31,True,78.38
A0A348HAY5,True,90.56
P10255,True,88.88
Q3HRQ2,True,96.0
B2GGP0,True,88.38
P87308,True,79.44
P43450,True,88.81
A0A1D8PCM7,True,75.25
P75093,True,71.0
A2QBE7,True,89.31
A0A348HAX7,True,96.75
B8MKZ1,True,80.88
Q8GZ99,True,84.5
Q0U6W8,True,63.16
B8MYS7,True,86.81
P46430,True,97.44
Q9FT72,True,74.75
A0A1D8PCF5,True,74.19
Q19A54,False,
A2R797,True,94.69
Q8X229,True,62.75
Q7TXL8,True,84.81
A7RZW4,True,94.06
P41389,True,78.69
O74369,True,91.31
P32320,True,94.06
Q2HJH0,True,90.38
O74402,True,80.75
P32381,True,93.31
Q5AI90,True,89.88
B6JYD2,True,94.31
P53970,True,89.12
Q8X077,True,95.12
Q08702,True,94.75
E9Q555,False,
P95125,True,89.88
A2R1P9,True,93.25
A0A348HAX8,True,82.31
I3R7F1,True,96.81
P33330,True,97.44
Q09887,True,86.56
Q5AWS6,True,80.94
A2YFR6,True,65.19
P27697,True,77.5
A0A067XMK8,True,97.19
Q8J0E9,True,87.06
Q9UPE1,True,78.19
O74835,True,78.31
E5AE41,True,86.06
Q2UMQ5,True,76.25
Q92353,True,86.62
P00504,True,96.56
Q5B5W2,True,78.19
Q5A310,True,75.44
Q64521,True,85.69
Q12150,False,
P47734,True,93.56
P55607,True,95.81
