accession,organism,pdb_count,pdb_ids
A0ABR0T7S4,Aureobasidium pullulans,0,
A0ABR0T7W5,Aureobasidium pullulans,0,
A0ABR0T6M9,Aureobasidium pullulans,0,
A0ABR0T7T9,Aureobasidium pullulans,0,
A0ABR0T6V5,Aureobasidium pullulans,0,
A0ABR0T6M1,Aureobasidium pullulans,0,
A0ABR0T7X2,Aureobasidium pullulans,0,
A0ABR0T7V3,Aureobasidium pullulans,0,
A0ABR0T703,Aureobasidium pullulans,0,
A0ABR0T794,Aureobasidium pullulans,0,
A0ABR0T6R1,Aureobasidium pullulans,0,
A0ABR0T6Y2,Aureobasidium pullulans,0,
A0ABR0T6S2,Aureobasidium pullulans,0,
A0ABR0T7Y3,Aureobasidium pullulans,0,
A0ABR0T6U0,Aureobasidium pullulans,0,
A0ABR0T725,Aureobasidium pullulans,0,
A0ABR0T6T9,Aureobasidium pullulans,0,
A0ABR0T6V4,Aureobasidium pullulans,0,
A0ABR0T6U2,Aureobasidium pullulans,0,
A0ABR0T851,Aureobasidium pullulans,0,
A0ABR0T7U7,Aureobasidium pullulans,0,
A0ABR0T6W7,Aureobasidium pullulans,0,
A0ABR0T869,Aureobasidium pullulans,0,
A0ABR0T843,Aureobasidium pullulans,0,
A0ABR0T7A2,Aureobasidium pullulans,0,
A0ABR0T6Y3,Aureobasidium pullulans,0,
A0ABR0T883,Aureobasidium pullulans,0,
A0ABR0T6Z1,Aureobasidium pullulans,0,
A0ABR0T8B7,Aureobasidium pullulans,0,
A0ABR0T709,Aureobasidium pullulans,0,
A0ABR0T8B1,Aureobasidium pullulans,0,
A0ABR0T8H3,Aureobasidium pullulans,0,
A0ABR0T8D2,Aureobasidium pullulans,0,
A0ABR0T793,Aureobasidium pullulans,0,
A0ABR0T7N5,Aureobasidium pullulans,0,
A0ABR0T751,Aureobasidium pullulans,0,
A0ABR0T766,Aureobasidium pullulans,0,
A0ABR0T7D7,Aureobasidium pullulans,0,
A0ABR0T767,Aureobasidium pullulans,0,
A0ABR0T776,Aureobasidium pullulans,0,
A0ABR0T769,Aureobasidium pullulans,0,
A0ABR0T7K8,Aureobasidium pullulans,0,
A0ABR0T777,Aureobasidium pullulans,0,
A0ABR0T875,Aureobasidium pullulans,0,
A0ABR0T795,Aureobasidium pullulans,0,
A0ABR0T8N4,Aureobasidium pullulans,0,
A0ABR0T7E7,Aureobasidium pullulans,0,
A0ABR0T7G8,Aureobasidium pullulans,0,
A0ABR0T7W3,Aureobasidium pullulans,0,
A0ABR0T7I6,Aureobasidium pullulans,0,
A0ABR0T7I4,Aureobasidium pullulans,0,
A0ABR0T8V6,Aureobasidium pullulans,0,
A0ABR0T7K1,Aureobasidium pullulans,0,
A0ABR0T7J8,Aureobasidium pullulans,0,
A0ABR0T7K2,Aureobasidium pullulans,0,
A0ABR0T7J6,Aureobasidium pullulans,0,
A0ABR0T7M2,Aureobasidium pullulans,0,
A0ABR0T859,Aureobasidium pullulans,0,
A0ABR0T8X2,Aureobasidium pullulans,0,
A0ABR0T7N1,Aureobasidium pullulans,0,
A0ABR0T7M9,Aureobasidium pullulans,0,
A0ABR0T903,Aureobasidium pullulans,0,
A0ABR0T891,Aureobasidium pullulans,0,
A0ABR0T821,Aureobasidium pullulans,0,
A0ABR0T7P7,Aureobasidium pullulans,0,
A0ABR0T7P1,Aureobasidium pullulans,0,
A0ABR0T926,Aureobasidium pullulans,0,
A0ABR0T7S6,Aureobasidium pullulans,0,
A0ABR0T7Z8,Aureobasidium pullulans,0,
A0ABR0T7S5,Aureobasidium pullulans,0,
A0ABR0T7S1,Aureobasidium pullulans,0,
A0ABR0T7U5,Aureobasidium pullulans,0,
A0ABR0T8Z6,Aureobasidium pullulans,0,
A0ABR0T7U2,Aureobasidium pullulans,0,
A0ABR0T8U3,Aureobasidium pullulans,0,
A0ABR0T955,Aureobasidium pullulans,0,
A0ABR0T827,Aureobasidium pullulans,0,
A0ABR0T7V9,Aureobasidium pullulans,0,
A0ABR0T7V4,Aureobasidium pullulans,0,
A0ABR0T7V5,Aureobasidium pullulans,0,
A0ABR0T980,Aureobasidium pullulans,0,
A0ABR0T944,Aureobasidium pullulans,0,
A0ABR0T857,Aureobasidium pullulans,0,
A0ABR0T9A8,Aureobasidium pullulans,0,
A0ABR0T8Y2,Aureobasidium pullulans,0,
A0ABR0T961,Aureobasidium pullulans,0,
A0ABR0T998,Aureobasidium pullulans,0,
A0ABR0T8C9,Aureobasidium pullulans,0,
A0ABR0T806,Aureobasidium pullulans,0,
A0ABR0T801,Aureobasidium pullulans,0,
A0ABR0T802,Aureobasidium pullulans,0,
A0ABR0T800,Aureobasidium pullulans,0,
A0ABR0T9C5,Aureobasidium pullulans,0,
A0ABR0T9G8,Aureobasidium pullulans,0,
A0ABR0T900,Aureobasidium pullulans,0,
A0ABR0T824,Aureobasidium pullulans,0,
A0ABR0T971,Aureobasidium pullulans,0,
A0ABR0T8E7,Aureobasidium pullulans,0,
A0ABR0T885,Aureobasidium pullulans,0,
A0ABR0T9A3,Aureobasidium pullulans,0,
A0ABR0T9E3,Aureobasidium pullulans,0,
A0ABR0T8H5,Aureobasidium pullulans,0,
A0ABR0T852,Aureobasidium pullulans,0,
A0ABR0T9H2,Aureobasidium pullulans,0,
A0ABR0T863,Aureobasidium pullulans,0,
A0ABR0T8J5,Aureobasidium pullulans,0,
A0ABR0T861,Aureobasidium pullulans,0,
A0ABR0T895,Aureobasidium pullulans,0,
A0ABR0T892,Aureobasidium pullulans,0,
A0ABR0T894,Aureobasidium pullulans,0,
A0ABR0T8A1,Aureobasidium pullulans,0,
A0ABR0T9Q0,Aureobasidium pullulans,0,
A0ABR0T8A7,Aureobasidium pullulans,0,
A0ABR0T8U0,Aureobasidium pullulans,0,
A0ABR0T9J9,Aureobasidium pullulans,0,
A0ABR0T8A3,Aureobasidium pullulans,0,
A0ABR0T9L5,Aureobasidium pullulans,0,
A0ABR0T8Q1,Aureobasidium pullulans,0,
A0ABR0T8C8,Aureobasidium pullulans,0,
A0ABR0T9P0,Aureobasidium pullulans,0,
A0ABR0T9L6,Aureobasidium pullulans,0,
A0ABR0T8F4,Aureobasidium pullulans,0,
A0ABR0T8G2,Aureobasidium pullulans,0,
A0ABR0T9T4,Aureobasidium pullulans,0,
A0ABR0T9W5,Aureobasidium pullulans,0,
A0ABR0T9P5,Aureobasidium pullulans,0,
A0ABR0T8W1,Aureobasidium pullulans,0,
A0ABR0T8I1,Aureobasidium pullulans,0,
A0ABR0T8I8,Aureobasidium pullulans,0,
A0ABR0T8J6,Aureobasidium pullulans,0,
A0ABR0T8J2,Aureobasidium pullulans,0,
A0ABR0T8K3,Aureobasidium pullulans,0,
A0ABR0T8K0,Aureobasidium pullulans,0,
A0ABR0T8L6,Aureobasidium pullulans,0,
A0ABR0T8N1,Aureobasidium pullulans,0,
A0ABR0T8T8,Aureobasidium pullulans,0,
A0ABR0T915,Aureobasidium pullulans,0,
A0ABR0T8P0,Aureobasidium pullulans,0,
A0ABR0T8P5,Aureobasidium pullulans,0,
A0ABR0TA07,Aureobasidium pullulans,0,
A0ABR0T932,Aureobasidium pullulans,0,
A0ABR0T8R8,Aureobasidium pullulans,0,
A0ABR0T8V5,Aureobasidium pullulans,0,
A0ABR0T9E7,Aureobasidium pullulans,0,
A0ABR0T8V9,Aureobasidium pullulans,0,
A0ABR0TA97,Aureobasidium pullulans,0,
A0ABR0T8W5,Aureobasidium pullulans,0,
A0ABR0T997,Aureobasidium pullulans,0,
A0ABR0T8Y3,Aureobasidium pullulans,0,
A0ABR0TA85,Aureobasidium pullulans,0,
A0ABR0T9T7,Aureobasidium pullulans,0,
A0ABR0TA52,Aureobasidium pullulans,0,
A0ABR0TA54,Aureobasidium pullulans,0,
A0ABR0T9B1,Aureobasidium pullulans,0,
A0ABR0T8Y4,Aureobasidium pullulans,0,
A0ABR0T9J5,Aureobasidium pullulans,0,
A0ABR0TAD7,Aureobasidium pullulans,0,
A0ABR0TAF7,Aureobasidium pullulans,0,
A0ABR0T929,Aureobasidium pullulans,0,
A0ABR0T940,Aureobasidium pullulans,0,
A0ABR0T9B4,Aureobasidium pullulans,0,
A0ABR0T963,Aureobasidium pullulans,0,
A0ABR0TAI4,Aureobasidium pullulans,0,
A0ABR0T970,Aureobasidium pullulans,0,
A0ABR0T9S4,Aureobasidium pullulans,0,
A0ABR0T9C9,Aureobasidium pullulans,0,
A0ABR0T973,Aureobasidium pullulans,0,
A0ABR0T9M0,Aureobasidium pullulans,0,
A0ABR0T991,Aureobasidium pullulans,0,
A0ABR0T990,Aureobasidium pullulans,0,
A0ABR0TAL7,Aureobasidium pullulans,0,
A0ABR0TAJ0,Aureobasidium pullulans,0,
A0ABR0T9B5,Aureobasidium pullulans,0,
A0ABR0TAQ0,Aureobasidium pullulans,0,
A0ABR0TAK9,Aureobasidium pullulans,0,
A0ABR0TAB0,Aureobasidium pullulans,0,
A0ABR0T9F8,Aureobasidium pullulans,0,
A0ABR0T9E5,Aureobasidium pullulans,0,
A0ABR0T9G9,Aureobasidium pullulans,0,
A0ABR0TAU7,Aureobasidium pullulans,0,
A0ABR0TAD8,Aureobasidium pullulans,0,
A0ABR0TA14,Aureobasidium pullulans,0,
A0ABR0T9I2,Aureobasidium pullulans,0,
A0ABR0TAW2,Aureobasidium pullulans,0,
A0ABR0T9X6,Aureobasidium pullulans,0,
A0ABR0TAT7,Aureobasidium pullulans,0,
A0ABR0T9K8,Aureobasidium pullulans,0,
A0ABR0T9N2,Aureobasidium pullulans,0,
A0ABR0TA19,Aureobasidium pullulans,0,
A0ABR0T9Q6,Aureobasidium pullulans,0,
A0ABR0TAW1,Aureobasidium pullulans,0,
A0ABR0T9P9,Aureobasidium pullulans,0,
A0ABR0TB38,Aureobasidium pullulans,0,
A0ABR0T9S3,Aureobasidium pullulans,0,
A0ABR0TB35,Aureobasidium pullulans,0,
A0ABR0TAA6,Aureobasidium pullulans,0,
A0ABR0T9W3,Aureobasidium pullulans,0,
A0ABR0T9V3,Aureobasidium pullulans,0,
A0ABR0TB64,Aureobasidium pullulans,0,
A0ABR0T9X3,Aureobasidium pullulans,0,
A0ABR0T9W7,Aureobasidium pullulans,0,
A0ABR0T9W9,Aureobasidium pullulans,0,
A0ABR0T9Z3,Aureobasidium pullulans,0,
A0ABR0TAF0,Aureobasidium pullulans,0,
A0ABR0TA13,Aureobasidium pullulans,0,
A0ABR0TA59,Aureobasidium pullulans,0,
A0ABR0T9Z9,Aureobasidium pullulans,0,
A0ABR0T9Z2,Aureobasidium pullulans,0,
A0ABR0TA01,Aureobasidium pullulans,0,
A0ABR0TBE5,Aureobasidium pullulans,0,
A0ABR0TAL8,Aureobasidium pullulans,0,
A0ABR0TB83,Aureobasidium pullulans,0,
A0ABR0TAG3,Aureobasidium pullulans,0,
A0ABR0TA71,Aureobasidium pullulans,0,
A0ABR0TBI6,Aureobasidium pullulans,0,
A0ABR0TAN3,Aureobasidium pullulans,0,
A0ABR0TB98,Aureobasidium pullulans,0,
A0ABR0TA26,Aureobasidium pullulans,0,
A0ABR0TA50,Aureobasidium pullulans,0,
A0ABR0TAP4,Aureobasidium pullulans,0,
A0ABR0TBE3,Aureobasidium pullulans,0,
A0ABR0TAJ5,Aureobasidium pullulans,0,
A0ABR0TA53,Aureobasidium pullulans,0,
A0ABR0TA96,Aureobasidium pullulans,0,
A0ABR0TA42,Aureobasidium pullulans,0,
A0ABR0TAL0,Aureobasidium pullulans,0,
A0ABR0TAC3,Aureobasidium pullulans,0,
A0ABR0TAD0,Aureobasidium pullulans,0,
A0ABR0TA82,Aureobasidium pullulans,0,
A0ABR0TA86,Aureobasidium pullulans,0,
A0ABR0TAY2,Aureobasidium pullulans,0,
A0ABR0TAU9,Aureobasidium pullulans,0,
A0ABR0TB08,Aureobasidium pullulans,0,
A0ABR0TAG5,Aureobasidium pullulans,0,
A0ABR0TAF8,Aureobasidium pullulans,0,
A0ABR0TBW4,Aureobasidium pullulans,0,
A0ABR0TBS6,Aureobasidium pullulans,0,
A0ABR0TAH8,Aureobasidium pullulans,0,
A0ABR0TAH6,Aureobasidium pullulans,0,
A0ABR0TB37,Aureobasidium pullulans,0,
A0ABR0TAI6,Aureobasidium pullulans,0,
A0ABR0TBS4,Aureobasidium pullulans,0,
A0ABR0TAL4,Aureobasidium pullulans,0,
A0ABR0TAM0,Aureobasidium pullulans,0,
A0ABR0TC24,Aureobasidium pullulans,0,
A0ABR0TAN5,Aureobasidium pullulans,0,
A0ABR0TAN1,Aureobasidium pullulans,0,
A0ABR0TAP3,Aureobasidium pullulans,0,
A0ABR0TBA9,Aureobasidium pullulans,0,
A0ABR0TAR1,Aureobasidium pullulans,0,
A0ABR0TBC8,Aureobasidium pullulans,0,
A0ABR0TC52,Aureobasidium pullulans,0,
A0ABR0TAU8,Aureobasidium pullulans,0,
A0ABR0TAW0,Aureobasidium pullulans,0,
A0ABR0TB01,Aureobasidium pullulans,0,
A0ABR0TCG0,Aureobasidium pullulans,0,
A0ABR0TCH2,Aureobasidium pullulans,0,
A0ABR0TBX5,Aureobasidium pullulans,0,
A0ABR0TB14,Aureobasidium pullulans,0,
A0ABR0TBK6,Aureobasidium pullulans,0,
A0ABR0TB16,Aureobasidium pullulans,0,
A0ABR0TBZ0,Aureobasidium pullulans,0,
A0ABR0TB25,Aureobasidium pullulans,0,
A0ABR0TBM2,Aureobasidium pullulans,0,
A0ABR0TB32,Aureobasidium pullulans,0,
A0ABR0TCJ4,Aureobasidium pullulans,0,
A0ABR0TB46,Aureobasidium pullulans,0,
A0ABR0TBQ2,Aureobasidium pullulans,0,
A0ABR0TCD9,Aureobasidium pullulans,0,
A0ABR0TBK7,Aureobasidium pullulans,0,
A0ABR0TB60,Aureobasidium pullulans,0,
A0ABR0TB56,Aureobasidium pullulans,0,
A0ABR0TB62,Aureobasidium pullulans,0,
A0ABR0TCM6,Aureobasidium pullulans,0,
A0ABR0TCM3,Aureobasidium pullulans,0,
A0ABR0TBR4,Aureobasidium pullulans,0,
A0ABR0TCH8,Aureobasidium pullulans,0,
A0ABR0TCF4,Aureobasidium pullulans,0,
A0ABR0TB76,Aureobasidium pullulans,0,
A0ABR0TB75,Aureobasidium pullulans,0,
A0ABR0TCP4,Aureobasidium pullulans,0,
A0ABR0TCN8,Aureobasidium pullulans,0,
A0ABR0TB86,Aureobasidium pullulans,0,
A0ABR0TBA3,Aureobasidium pullulans,0,
A0ABR0TCT4,Aureobasidium pullulans,0,
A0ABR0TBQ5,Aureobasidium pullulans,0,
A0ABR0TCT2,Aureobasidium pullulans,0,
A0ABR0TBV0,Aureobasidium pullulans,0,
A0ABR0TBG9,Aureobasidium pullulans,0,
A0ABR0TBG4,Aureobasidium pullulans,0,
A0ABR0TBG7,Aureobasidium pullulans,0,
A0ABR0TBW6,Aureobasidium pullulans,0,
A0ABR0TBH8,Aureobasidium pullulans,0,
A0ABR0TBL5,Aureobasidium pullulans,0,
A0ABR0TBH9,Aureobasidium pullulans,0,
A0ABR0TCV6,Aureobasidium pullulans,0,
A0ABR0TBJ9,Aureobasidium pullulans,0,
A0ABR0TCX0,Aureobasidium pullulans,0,
A0ABR0TBK9,Aureobasidium pullulans,0,
A0ABR0TBL9,Aureobasidium pullulans,0,
A0ABR0TC74,Aureobasidium pullulans,0,
A0ABR0TBS5,Aureobasidium pullulans,0,
A0ABR0TC46,Aureobasidium pullulans,0,
A0ABR0TC67,Aureobasidium pullulans,0,
A0ABR0TBS7,Aureobasidium pullulans,0,
A0ABR0TCM4,Aureobasidium pullulans,0,
A0ABR0TCP6,Aureobasidium pullulans,0,
A0ABR0TD16,Aureobasidium pullulans,0,
A0ABR0TBV7,Aureobasidium pullulans,0,
A0ABR0TBV9,Aureobasidium pullulans,0,
A0ABR0TBU9,Aureobasidium pullulans,0,
A0ABR0TDC1,Aureobasidium pullulans,0,
A0ABR0TCR3,Aureobasidium pullulans,0,
A0ABR0TBW2,Aureobasidium pullulans,0,
A0ABR0TC03,Aureobasidium pullulans,0,
A0ABR0TBX3,Aureobasidium pullulans,0,
A0ABR0TBW3,Aureobasidium pullulans,0,
A0ABR0TDD9,Aureobasidium pullulans,0,
A0ABR0TBX6,Aureobasidium pullulans,0,
A0ABR0TCC0,Aureobasidium pullulans,0,
A0ABR0TBX7,Aureobasidium pullulans,0,
A0ABR0TBX9,Aureobasidium pullulans,0,
A0ABR0TBZ1,Aureobasidium pullulans,0,
A0ABR0TBZ7,Aureobasidium pullulans,0,
A0ABR0TBZ5,Aureobasidium pullulans,0,
A0ABR0TBZ4,Aureobasidium pullulans,0,
A0ABR0TCJ1,Aureobasidium pullulans,0,
A0ABR0TC06,Aureobasidium pullulans,0,
A0ABR0TC10,Aureobasidium pullulans,0,
A0ABR0TDI1,Aureobasidium pullulans,0,
A0ABR0TD79,Aureobasidium pullulans,0,
A0ABR0TCH0,Aureobasidium pullulans,0,
A0ABR0TC25,Aureobasidium pullulans,0,
A0ABR0TC35,Aureobasidium pullulans,0,
A0ABR0TC73,Aureobasidium pullulans,0,
A0ABR0TC47,Aureobasidium pullulans,0,
A0ABR0TC39,Aureobasidium pullulans,0,
A0ABR0TCN5,Aureobasidium pullulans,0,
A0ABR0TDB2,Aureobasidium pullulans,0,
A0ABR0TCJ6,Aureobasidium pullulans,0,
A0ABR0TC88,Aureobasidium pullulans,0,
A0ABR0TC54,Aureobasidium pullulans,0,
A0ABR0TC57,Aureobasidium pullulans,0,
A0ABR0TCP5,Aureobasidium pullulans,0,
A0ABR0TDC5,Aureobasidium pullulans,0,
A0ABR0TC59,Aureobasidium pullulans,0,
A0ABR0TCA6,Aureobasidium pullulans,0,
A0ABR0TCN0,Aureobasidium pullulans,0,
A0ABR0TDH9,Aureobasidium pullulans,0,
A0ABR0TCD8,Aureobasidium pullulans,0,
A0ABR0TCY2,Aureobasidium pullulans,0,
A0ABR0TCH3,Aureobasidium pullulans,0,
A0ABR0TCG8,Aureobasidium pullulans,0,
A0ABR0TDN3,Aureobasidium pullulans,0,
A0ABR0TCJ2,Aureobasidium pullulans,0,
A0ABR0TDY3,Aureobasidium pullulans,0,
A0ABR0TCL0,Aureobasidium pullulans,0,
A0ABR0TCL1,Aureobasidium pullulans,0,
A0ABR0TCL6,Aureobasidium pullulans,0,
A0ABR0TCM0,Aureobasidium pullulans,0,
A0ABR0TCQ4,Aureobasidium pullulans,0,
A0ABR0TCM2,Aureobasidium pullulans,0,
A0ABR0TCQ0,Aureobasidium pullulans,0,
A0ABR0TCR5,Aureobasidium pullulans,0,
A0ABR0TCU3,Aureobasidium pullulans,0,
A0ABR0TE76,Aureobasidium pullulans,0,
A0ABR0TDB5,Aureobasidium pullulans,0,
A0ABR0TCU1,Aureobasidium pullulans,0,
A0ABR0TE88,Aureobasidium pullulans,0,
A0ABR0TE55,Aureobasidium pullulans,0,
A0ABR0TCU2,Aureobasidium pullulans,0,
A0ABR0TCV1,Aureobasidium pullulans,0,
A0ABR0TCW8,Aureobasidium pullulans,0,
A0ABR0TCW3,Aureobasidium pullulans,0,
A0ABR0TE21,Aureobasidium pullulans,0,
A0ABR0TED6,Aureobasidium pullulans,0,
A0ABR0TD09,Aureobasidium pullulans,0,
A0ABR0TD12,Aureobasidium pullulans,0,
A0ABR0TD11,Aureobasidium pullulans,0,
A0ABR0TEE5,Aureobasidium pullulans,0,
A0ABR0TDV4,Aureobasidium pullulans,0,
A0ABR0TD22,Aureobasidium pullulans,0,
A0ABR0TDM7,Aureobasidium pullulans,0,
A0ABR0TD53,Aureobasidium pullulans,0,
A0ABR0TD35,Aureobasidium pullulans,0,
A0ABR0TDP0,Aureobasidium pullulans,0,
A0ABR0TDK2,Aureobasidium pullulans,0,
A0ABR0TD59,Aureobasidium pullulans,0,
A0ABR0TE06,Aureobasidium pullulans,0,
A0ABR0TEH1,Aureobasidium pullulans,0,
A0ABR0TD80,Aureobasidium pullulans,0,
A0ABR0TDR8,Aureobasidium pullulans,0,
A0ABR0TEK2,Aureobasidium pullulans,0,
A0ABR0TDN5,Aureobasidium pullulans,0,
A0ABR0TEP5,Aureobasidium pullulans,0,
A0ABR0TEQ5,Aureobasidium pullulans,0,
A0ABR0TEL9,Aureobasidium pullulans,0,
A0ABR0TDQ0,Aureobasidium pullulans,0,
A0ABR0TDA8,Aureobasidium pullulans,0,
A0ABR0TDC7,Aureobasidium pullulans,0,
A0ABR0TDB6,Aureobasidium pullulans,0,
A0ABR0TDB7,Aureobasidium pullulans,0,
A0ABR0TES0,Aureobasidium pullulans,0,
A0ABR0TE49,Aureobasidium pullulans,0,
A0ABR0TDW8,Aureobasidium pullulans,0,
A0ABR0TDC3,Aureobasidium pullulans,0,
A0ABR0TDD3,Aureobasidium pullulans,0,
A0ABR0TEP6,Aureobasidium pullulans,0,
A0ABR0TER4,Aureobasidium pullulans,0,
A0ABR0TDT2,Aureobasidium pullulans,0,
A0ABR0TDE9,Aureobasidium pullulans,0,
A0ABR0TDH4,Aureobasidium pullulans,0,
A0ABR0TE45,Aureobasidium pullulans,0,
A0ABR0TDL6,Aureobasidium pullulans,0,
A0ABR0TF15,Aureobasidium pullulans,0,
A0ABR0TF09,Aureobasidium pullulans,0,
A0ABR0TED3,Aureobasidium pullulans,0,
A0ABR0TER7,Aureobasidium pullulans,0,
A0ABR0TDM4,Aureobasidium pullulans,0,
A0ABR0TF51,Aureobasidium pullulans,0,
A0ABR0TDP9,Aureobasidium pullulans,0,
A0ABR0TDQ2,Aureobasidium pullulans,0,
A0ABR0TDS5,Aureobasidium pullulans,0,
A0ABR0TF31,Aureobasidium pullulans,0,
A0ABR0TDS6,Aureobasidium pullulans,0,
A0ABR0TF64,Aureobasidium pullulans,0,
A0ABR0TFB2,Aureobasidium pullulans,0,
A0ABR0TDW3,Aureobasidium pullulans,0,
A0ABR0TEG2,Aureobasidium pullulans,0,
A0ABR0TFA0,Aureobasidium pullulans,0,
A0ABR0TE02,Aureobasidium pullulans,0,
A0ABR0TE05,Aureobasidium pullulans,0,
A0ABR0TE00,Aureobasidium pullulans,0,
A0ABR0TFE6,Aureobasidium pullulans,0,
A0ABR0TE44,Aureobasidium pullulans,0,
A0ABR0TFG4,Aureobasidium pullulans,0,
A0ABR0TE37,Aureobasidium pullulans,0,
A0ABR0TE92,Aureobasidium pullulans,0,
A0ABR0TE69,Aureobasidium pullulans,0,
A0ABR0TEQ7,Aureobasidium pullulans,0,
A0ABR0TEH0,Aureobasidium pullulans,0,
A0ABR0TEA7,Aureobasidium pullulans,0,
A0ABR0TE80,Aureobasidium pullulans,0,
A0ABR0TFD6,Aureobasidium pullulans,0,
A0ABR0TEB4,Aureobasidium pullulans,0,
A0ABR0TFP4,Aureobasidium pullulans,0,
A0ABR0TE99,Aureobasidium pullulans,0,
A0ABR0TEC8,Aureobasidium pullulans,0,
A0ABR0TEB8,Aureobasidium pullulans,0,
A0ABR0TEB7,Aureobasidium pullulans,0,
A0ABR0TEC6,Aureobasidium pullulans,0,
A0ABR0TFT7,Aureobasidium pullulans,0,
A0ABR0TFI5,Aureobasidium pullulans,0,
A0ABR0TEE2,Aureobasidium pullulans,0,
A0ABR0TEF7,Aureobasidium pullulans,0,
A0ABR0TEN4,Aureobasidium pullulans,0,
A0ABR0TEG0,Aureobasidium pullulans,0,
A0ABR0TEH4,Aureobasidium pullulans,0,
A0ABR0TFW4,Aureobasidium pullulans,0,
A0ABR0TFT0,Aureobasidium pullulans,0,
A0ABR0TEH6,Aureobasidium pullulans,0,
A0ABR0TEG9,Aureobasidium pullulans,0,
A0ABR0TEH5,Aureobasidium pullulans,0,
A0ABR0TEI4,Aureobasidium pullulans,0,
A0ABR0TEI7,Aureobasidium pullulans,0,
A0ABR0TFY5,Aureobasidium pullulans,0,
A0ABR0TFP7,Aureobasidium pullulans,0,
A0ABR0TET8,Aureobasidium pullulans,0,
A0ABR0TEN7,Aureobasidium pullulans,0,
A0ABR0TG19,Aureobasidium pullulans,0,
A0ABR0TEQ6,Aureobasidium pullulans,0,
A0ABR0TER2,Aureobasidium pullulans,0,
A0ABR0TEQ9,Aureobasidium pullulans,0,
A0ABR0TG82,Aureobasidium pullulans,0,
A0ABR0TG29,Aureobasidium pullulans,0,
A0ABR0TES1,Aureobasidium pullulans,0,
A0ABR0TFM9,Aureobasidium pullulans,0,
A0ABR0TF14,Aureobasidium pullulans,0,
A0ABR0TET3,Aureobasidium pullulans,0,
A0ABR0TET5,Aureobasidium pullulans,0,
A0ABR0TEV3,Aureobasidium pullulans,0,
A0ABR0TFC7,Aureobasidium pullulans,0,
A0ABR0TEW2,Aureobasidium pullulans,0,
A0ABR0TEX2,Aureobasidium pullulans,0,
A0ABR0TFE5,Aureobasidium pullulans,0,
A0ABR0TEY7,Aureobasidium pullulans,0,
A0ABR0TF72,Aureobasidium pullulans,0,
A0ABR0TEZ3,Aureobasidium pullulans,0,
A0ABR0TEZ1,Aureobasidium pullulans,0,
A0ABR0TF07,Aureobasidium pullulans,0,
A0ABR0TGF7,Aureobasidium pullulans,0,
A0ABR0TGH7,Aureobasidium pullulans,0,
A0ABR0TF86,Aureobasidium pullulans,0,
A0ABR0TFX2,Aureobasidium pullulans,0,
A0ABR0TF30,Aureobasidium pullulans,0,
A0ABR0TF41,Aureobasidium pullulans,0,
A0ABR0TF29,Aureobasidium pullulans,0,
A0ABR0TF35,Aureobasidium pullulans,0,
A0ABR0TGA2,Aureobasidium pullulans,0,
A0ABR0TF61,Aureobasidium pullulans,0,
A0ABR0TGN2,Aureobasidium pullulans,0,
A0ABR0TFE7,Aureobasidium pullulans,0,
A0ABR0TF63,Aureobasidium pullulans,0,
A0ABR0TGN4,Aureobasidium pullulans,0,
A0ABR0TG40,Aureobasidium pullulans,0,
A0ABR0TGJ1,Aureobasidium pullulans,0,
A0ABR0TF81,Aureobasidium pullulans,0,
A0ABR0TGE5,Aureobasidium pullulans,0,
A0ABR0TFA8,Aureobasidium pullulans,0,
A0ABR0TG81,Aureobasidium pullulans,0,
A0ABR0TFC9,Aureobasidium pullulans,0,
A0ABR0TFS7,Aureobasidium pullulans,0,
A0ABR0TGP0,Aureobasidium pullulans,0,
A0ABR0TFD5,Aureobasidium pullulans,0,
A0ABR0TFW7,Aureobasidium pullulans,0,
A0ABR0TFF9,Aureobasidium pullulans,0,
A0ABR0TFF4,Aureobasidium pullulans,0,
A0ABR0TFG0,Aureobasidium pullulans,0,
A0ABR0TGE3,Aureobasidium pullulans,0,
A0ABR0TFZ3,Aureobasidium pullulans,0,
A0ABR0TGP7,Aureobasidium pullulans,0,
A0ABR0TFJ6,Aureobasidium pullulans,0,
A0ABR0TFK6,Aureobasidium pullulans,0,
A0ABR0TH44,Aureobasidium pullulans,0,
A0ABR0TFN9,Aureobasidium pullulans,0,
A0ABR0TFY1,Aureobasidium pullulans,0,
A0ABR0TFP9,Aureobasidium pullulans,0,
A0ABR0TFQ4,Aureobasidium pullulans,0,
A0ABR0TH80,Aureobasidium pullulans,0,
A0ABR0TH92,Aureobasidium pullulans,0,
A0ABR0TFR9,Aureobasidium pullulans,0,
A0ABR0TG04,Aureobasidium pullulans,0,
A0ABR0TH94,Aureobasidium pullulans,0,
A0ABR0TG25,Aureobasidium pullulans,0,
A0ABR0THA8,Aureobasidium pullulans,0,
A0ABR0TH85,Aureobasidium pullulans,0,
A0ABR0TFX6,Aureobasidium pullulans,0,
A0ABR0THE0,Aureobasidium pullulans,0,
A0ABR0TFX7,Aureobasidium pullulans,0,
A0ABR0THA4,Aureobasidium pullulans,0,
A0ABR0TFZ5,Aureobasidium pullulans,0,
A0ABR0TFZ0,Aureobasidium pullulans,0,
A0ABR0TGI3,Aureobasidium pullulans,0,
A0ABR0TG15,Aureobasidium pullulans,0,
